wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;16173;4.22;684;181;503;23241;7175;183295;99423;18737;79352;1334;t00;2022-01-11
dolnoœl¹skie;1334;4.60;58;33;25;1764;567;15009;6935;1554;5305;76;t02;2022-01-11
kujawsko-pomorskie;612;2.96;38;7;31;1235;301;7830;4504;697;3741;66;t04;2022-01-11
lubelskie;774;3.68;23;7;16;1245;207;7430;5296;861;4410;25;t06;2022-01-11
lubuskie;293;2.90;11;9;2;508;153;4686;2279;328;1900;51;t08;2022-01-11
³ódzkie;758;3.10;66;27;39;1274;384;9890;6640;931;5636;73;t10;2022-01-11
ma³opolskie;2174;6.37;65;13;52;2454;995;21277;9022;2528;6322;172;t12;2022-01-11
mazowieckie;2812;5.18;61;15;46;3077;1153;31566;16807;3271;13239;297;t14;2022-01-11
opolskie;442;4.51;31;8;23;604;247;5338;2272;506;1737;29;t16;2022-01-11
podkarpackie;919;4.32;48;5;43;1268;302;9274;5231;1055;4154;22;t18;2022-01-11
podlaskie;280;2.38;16;0;16;539;126;3285;2149;317;1817;15;t20;2022-01-11
pomorskie;1040;4.43;33;6;27;1614;577;12243;6289;1220;4932;137;t22;2022-01-11
œl¹skie;1898;4.21;82;23;59;3070;885;20616;11358;2211;9009;138;t24;2022-01-11
œwiêtokrzyskie;367;2.98;35;2;33;554;165;4022;2528;428;2075;25;t26;2022-01-11
warmiñsko-mazurskie;462;3.25;24;10;14;776;163;5432;3347;544;2778;25;t28;2022-01-11
wielkopolskie;1270;3.63;63;13;50;1986;614;16697;7348;1422;5825;101;t30;2022-01-11
zachodniopomorskie;616;3.64;30;3;27;1239;292;8617;4715;730;3910;75;t32;2022-01-11
