wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;486;185;671;0.13;0.05;0.17;8;7;1;685;0;0;1921;694;1223;4;t00;2023-10-26
dolnoœl¹skie;49;9;58;0.17;0.03;0.20;0;0;0;31;0;0;124;59;65;0;t02;2023-10-26
kujawsko-pomorskie;26;8;34;0.13;0.04;0.16;0;0;0;43;0;0;100;34;66;0;t04;2023-10-26
lubelskie;34;14;48;0.16;0.07;0.23;0;0;0;51;0;0;101;49;52;0;t06;2023-10-26
lubuskie;7;1;8;0.07;0.01;0.08;0;0;0;8;0;0;24;8;16;0;t08;2023-10-26
³ódzkie;17;5;22;0.07;0.02;0.09;7;7;0;27;0;0;42;23;19;0;t10;2023-10-26
ma³opolskie;36;20;56;0.11;0.06;0.16;1;0;1;59;0;0;123;57;66;0;t12;2023-10-26
mazowieckie;79;34;113;0.15;0.06;0.21;0;0;0;106;0;0;531;117;413;1;t14;2023-10-26
opolskie;4;3;7;0.04;0.03;0.07;0;0;0;7;0;0;49;7;42;0;t16;2023-10-26
podkarpackie;24;9;33;0.11;0.04;0.16;0;0;0;42;0;0;106;34;72;0;t18;2023-10-26
podlaskie;47;16;63;0.40;0.14;0.54;0;0;0;65;0;0;135;64;71;0;t20;2023-10-26
pomorskie;25;10;35;0.11;0.04;0.15;0;0;0;24;0;0;88;36;50;2;t22;2023-10-26
œl¹skie;37;9;46;0.08;0.02;0.10;0;0;0;70;0;0;142;48;94;0;t24;2023-10-26
œwiêtokrzyskie;17;1;18;0.14;0.01;0.15;0;0;0;9;0;0;22;21;1;0;t26;2023-10-26
warmiñsko-mazurskie;19;19;38;0.13;0.13;0.27;0;0;0;40;0;0;80;40;39;1;t28;2023-10-26
wielkopolskie;31;14;45;0.09;0.04;0.13;0;0;0;44;0;0;81;47;34;0;t30;2023-10-26
zachodniopomorskie;32;11;43;0.19;0.06;0.25;0;0;0;59;0;0;114;45;69;0;t32;2023-10-26
