wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9512;2.48;12;1;11;700;15189;410483;40933;10362;30103;468;t00;2021-11-14
dolnoœl¹skie;660;2.28;0;0;0;27;790;23959;2264;711;1528;25;t02;2021-11-14
kujawsko-pomorskie;415;2.01;4;1;3;77;697;18501;1817;439;1336;42;t04;2021-11-14
lubelskie;604;2.87;0;0;0;75;1790;29461;2175;663;1491;21;t06;2021-11-14
lubuskie;169;1.67;0;0;0;8;252;10247;969;200;749;20;t08;2021-11-14
³ódzkie;587;2.40;0;0;0;44;946;26202;2925;667;2228;30;t10;2021-11-14
ma³opolskie;570;1.67;0;0;0;15;893;25769;2917;615;2283;19;t12;2021-11-14
mazowieckie;2474;4.56;0;0;0;157;3470;89690;8584;2683;5799;102;t14;2021-11-14
opolskie;133;1.36;0;0;0;8;226;9802;805;150;653;2;t16;2021-11-14
podkarpackie;322;1.51;4;0;4;16;718;17598;1866;365;1494;7;t18;2021-11-14
podlaskie;333;2.83;0;0;0;18;976;17784;1171;370;791;10;t20;2021-11-14
pomorskie;556;2.37;3;0;3;26;665;29492;2803;592;2166;45;t22;2021-11-14
œl¹skie;880;1.95;0;0;0;67;1025;31187;4201;946;3206;49;t24;2021-11-14
œwiêtokrzyskie;169;1.37;0;0;0;4;296;7346;1132;197;928;7;t26;2021-11-14
warmiñsko-mazurskie;297;2.09;0;0;0;12;624;17347;1081;312;759;10;t28;2021-11-14
wielkopolskie;518;1.48;0;0;0;48;915;35437;2383;553;1811;19;t30;2021-11-14
zachodniopomorskie;702;4.15;1;0;1;98;840;20626;2253;760;1437;56;t32;2021-11-14
