wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;18550;4.84;269;76;193;29059;4886;343539;84377;19752;63886;739;t00;2021-11-09
dolnoœl¹skie;1208;4.17;7;6;1;1695;244;18672;5572;1301;4214;57;t02;2021-11-09
kujawsko-pomorskie;705;3.41;12;2;10;1450;204;14380;3801;755;3018;28;t04;2021-11-09
lubelskie;1913;9.10;57;15;42;2821;670;28388;6770;2032;4688;50;t06;2021-11-09
lubuskie;271;2.68;0;0;0;682;65;8305;1819;299;1497;23;t08;2021-11-09
³ódzkie;1291;5.27;19;13;6;1939;310;22706;6213;1384;4757;72;t10;2021-11-09
ma³opolskie;1124;3.29;15;14;1;1962;306;18843;5423;1194;4193;36;t12;2021-11-09
mazowieckie;3872;7.13;32;4;28;5126;1150;81644;15588;4154;11264;170;t14;2021-11-09
opolskie;364;3.71;7;0;7;573;48;6150;1956;398;1547;11;t16;2021-11-09
podkarpackie;795;3.74;19;3;16;1275;238;14426;4326;851;3457;18;t18;2021-11-09
podlaskie;1056;8.98;20;2;18;1389;352;17826;3207;1108;2074;25;t20;2021-11-09
pomorskie;1006;4.29;17;1;16;1610;263;23857;4829;1047;3735;47;t22;2021-11-09
œl¹skie;1704;3.78;22;4;18;2808;290;25237;8108;1804;6231;73;t24;2021-11-09
œwiêtokrzyskie;307;2.50;2;1;1;601;77;5929;1946;335;1593;18;t26;2021-11-09
warmiñsko-mazurskie;697;4.91;10;3;7;1201;133;14377;2868;723;2130;15;t28;2021-11-09
wielkopolskie;1152;3.29;16;4;12;2221;261;25691;5607;1197;4350;60;t30;2021-11-09
zachodniopomorskie;931;5.50;14;4;10;1674;242;17039;3889;1004;2854;31;t32;2021-11-09
