wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;11902;3.10;117;23;94;663;15221;165506;64683;13340;50450;893;t00;2022-01-06
dolnoœl¹skie;1015;3.50;0;0;0;19;1397;13158;4186;1115;3017;54;t02;2022-01-06
kujawsko-pomorskie;484;2.34;1;0;1;78;753;7692;2758;520;2193;45;t04;2022-01-06
lubelskie;401;1.91;0;0;0;35;484;5860;2460;439;2005;16;t06;2022-01-06
lubuskie;260;2.57;15;6;9;5;348;4868;1498;303;1169;26;t08;2022-01-06
³ódzkie;483;1.97;2;0;2;37;957;9668;3572;607;2919;46;t10;2022-01-06
ma³opolskie;1687;4.94;10;3;7;107;1514;17192;7887;1853;5894;140;t12;2022-01-06
mazowieckie;2147;3.96;46;12;34;39;2085;27395;11222;2417;8650;155;t14;2022-01-06
opolskie;282;2.88;1;0;1;12;436;4815;1243;316;911;16;t16;2022-01-06
podkarpackie;561;2.64;4;0;4;18;557;7808;3168;617;2536;15;t18;2022-01-06
podlaskie;118;1.00;3;0;3;10;264;2659;1050;133;910;7;t20;2022-01-06
pomorskie;816;3.48;9;1;8;25;972;11615;4955;950;3915;90;t22;2022-01-06
œl¹skie;1515;3.36;17;0;17;115;2135;19006;7888;1697;6045;146;t24;2022-01-06
œwiêtokrzyskie;256;2.08;2;0;2;6;398;4023;1598;295;1281;22;t26;2022-01-06
warmiñsko-mazurskie;267;1.88;0;0;0;5;507;5082;1496;293;1190;13;t28;2022-01-06
wielkopolskie;960;2.74;0;0;0;88;1617;16290;4836;1072;3710;54;t30;2022-01-06
zachodniopomorskie;549;3.24;7;1;6;63;740;8316;2713;604;2073;36;t32;2022-01-06
