wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2717;1113;3830;0.71;0.29;1.00;34;8;26;3175;0;0;7418;3970;3439;9;t00;2023-12-12
dolnoœl¹skie;200;63;263;0.69;0.22;0.91;4;0;4;129;0;0;427;270;155;2;t02;2023-12-12
kujawsko-pomorskie;223;98;321;1.08;0.47;1.55;1;0;1;287;0;0;583;329;252;2;t04;2023-12-12
lubelskie;176;65;241;0.84;0.31;1.15;0;0;0;257;0;0;433;249;184;0;t06;2023-12-12
lubuskie;98;42;140;0.97;0.42;1.39;0;0;0;89;0;0;287;146;141;0;t08;2023-12-12
³ódzkie;144;75;219;0.59;0.31;0.89;8;7;1;197;0;0;408;224;184;0;t10;2023-12-12
ma³opolskie;182;71;253;0.53;0.21;0.74;13;0;13;287;0;0;480;256;222;2;t12;2023-12-12
mazowieckie;419;167;586;0.77;0.31;1.08;0;0;0;417;0;0;1315;601;713;1;t14;2023-12-12
opolskie;58;33;91;0.59;0.34;0.93;0;0;0;53;0;0;167;94;73;0;t16;2023-12-12
podkarpackie;133;49;182;0.63;0.23;0.86;0;0;0;193;0;0;372;184;188;0;t18;2023-12-12
podlaskie;86;39;125;0.73;0.33;1.06;0;0;0;102;0;0;289;129;159;1;t20;2023-12-12
pomorskie;105;29;134;0.45;0.12;0.57;0;0;0;113;0;0;264;136;128;0;t22;2023-12-12
œl¹skie;286;113;399;0.63;0.25;0.89;5;0;5;374;0;0;731;413;318;0;t24;2023-12-12
œwiêtokrzyskie;71;25;96;0.58;0.20;0.78;0;0;0;93;0;0;149;99;50;0;t26;2023-12-12
warmiñsko-mazurskie;97;41;138;0.68;0.29;0.97;1;1;0;107;0;0;322;157;165;0;t28;2023-12-12
wielkopolskie;284;111;395;0.81;0.32;1.13;2;0;2;251;0;0;580;425;155;0;t30;2023-12-12
zachodniopomorskie;135;87;222;0.80;0.51;1.31;0;0;0;223;0;0;462;227;235;0;t32;2023-12-12
