wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;588;0.15;111;35;76;6401;1195;71529;59733;828;58641;264;t00;2021-05-31
dolnoœl¹skie;48;0.17;7;3;4;495;101;5723;4238;70;4157;11;t02;2021-05-31
kujawsko-pomorskie;18;0.09;9;0;9;329;62;2396;2638;22;2611;5;t04;2021-05-31
lubelskie;43;0.20;3;1;2;359;52;2977;2999;55;2928;16;t06;2021-05-31
lubuskie;12;0.12;2;1;1;117;21;1774;1678;14;1660;4;t08;2021-05-31
³ódzkie;59;0.24;12;1;11;543;105;5396;4467;119;4326;22;t10;2021-05-31
ma³opolskie;52;0.15;19;13;6;438;104;4481;4513;74;4421;18;t12;2021-05-31
mazowieckie;56;0.10;7;2;5;860;145;19387;8636;88;8510;38;t14;2021-05-31
opolskie;18;0.18;2;0;2;167;58;1860;1555;23;1523;9;t16;2021-05-31
podkarpackie;12;0.06;3;1;2;388;23;1962;2810;15;2782;13;t18;2021-05-31
podlaskie;17;0.14;1;0;1;160;33;1299;1534;20;1497;17;t20;2021-05-31
pomorskie;40;0.17;3;0;3;357;85;4423;4086;44;4027;15;t22;2021-05-31
œl¹skie;61;0.14;24;12;12;808;154;6311;6458;86;6337;35;t24;2021-05-31
œwiêtokrzyskie;26;0.21;10;1;9;147;29;1197;1448;30;1398;20;t26;2021-05-31
warmiñsko-mazurskie;22;0.15;3;0;3;235;23;1570;2096;27;2065;4;t28;2021-05-31
wielkopolskie;63;0.18;5;0;5;589;127;7460;4202;88;4096;18;t30;2021-05-31
zachodniopomorskie;32;0.19;1;0;1;400;69;3292;2842;43;2785;14;t32;2021-05-31
