wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;44;0.01;0;0;0;240;111;97367;25671;70;25550;51;t00;2021-07-11
dolnoœl¹skie;1;0.00;0;0;0;9;8;8090;1267;1;1263;3;t02;2021-07-11
kujawsko-pomorskie;2;0.01;0;0;0;14;5;2836;927;4;922;1;t04;2021-07-11
lubelskie;0;0;0;0;0;6;7;7221;1122;2;1119;1;t06;2021-07-11
lubuskie;1;0.01;0;0;0;1;1;2456;492;1;490;1;t08;2021-07-11
³ódzkie;2;0.01;0;0;0;92;6;7356;1405;5;1391;9;t10;2021-07-11
ma³opolskie;7;0.02;0;0;0;15;8;6449;2487;8;2471;8;t12;2021-07-11
mazowieckie;4;0.01;0;0;0;24;18;26505;3713;9;3700;4;t14;2021-07-11
opolskie;1;0.01;0;0;0;3;4;2225;538;1;537;0;t16;2021-07-11
podkarpackie;2;0.01;0;0;0;7;7;3082;1463;3;1459;1;t18;2021-07-11
podlaskie;3;0.03;0;0;0;0;2;1853;526;3;523;0;t20;2021-07-11
pomorskie;2;0.01;0;0;0;10;9;5663;1892;2;1885;5;t22;2021-07-11
œl¹skie;2;0.00;0;0;0;17;8;8339;3036;5;3023;8;t24;2021-07-11
œwiêtokrzyskie;3;0.02;0;0;0;2;3;1789;843;4;838;1;t26;2021-07-11
warmiñsko-mazurskie;3;0.02;0;0;0;3;4;1791;649;3;642;4;t28;2021-07-11
wielkopolskie;7;0.02;0;0;0;9;15;8349;1687;14;1669;4;t30;2021-07-11
zachodniopomorskie;1;0.01;0;0;0;27;5;3326;1001;1;1000;0;t32;2021-07-11
