wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;504;154;658;0.13;0.04;0.17;4;0;4;1727;0;0;6997;704;6283;10;t00;2022-12-06
dolnoœl¹skie;44;9;53;0.15;0.03;0.18;0;0;0;109;0;0;356;53;300;3;t02;2022-12-06
kujawsko-pomorskie;25;8;33;0.12;0.04;0.16;0;0;0;125;0;0;383;35;348;0;t04;2022-12-06
lubelskie;21;10;31;0.10;0.05;0.15;0;0;0;104;0;0;558;36;522;0;t06;2022-12-06
lubuskie;10;9;19;0.10;0.09;0.19;0;0;0;41;0;0;148;20;127;1;t08;2022-12-06
³ódzkie;22;8;30;0.09;0.03;0.12;0;0;0;112;0;0;308;33;275;0;t10;2022-12-06
ma³opolskie;42;14;56;0.12;0.04;0.16;0;0;0;137;0;0;532;60;471;1;t12;2022-12-06
mazowieckie;63;15;78;0.12;0.03;0.14;1;0;1;243;0;0;1268;79;1189;0;t14;2022-12-06
opolskie;17;5;22;0.17;0.05;0.22;0;0;0;43;0;0;254;23;231;0;t16;2022-12-06
podkarpackie;14;5;19;0.07;0.02;0.09;0;0;0;48;0;0;290;20;269;1;t18;2022-12-06
podlaskie;28;8;36;0.24;0.07;0.31;0;0;0;101;0;0;288;39;249;0;t20;2022-12-06
pomorskie;27;6;33;0.12;0.03;0.14;0;0;0;106;0;0;241;33;208;0;t22;2022-12-06
œl¹skie;58;19;77;0.13;0.04;0.17;1;0;1;237;0;0;658;84;573;1;t24;2022-12-06
œwiêtokrzyskie;7;4;11;0.06;0.03;0.09;0;0;0;63;0;0;189;11;178;0;t26;2022-12-06
warmiñsko-mazurskie;17;3;20;0.12;0.02;0.14;0;0;0;60;0;0;274;21;253;0;t28;2022-12-06
wielkopolskie;65;15;80;0.19;0.04;0.23;2;0;2;112;0;0;656;86;568;2;t30;2022-12-06
zachodniopomorskie;31;13;44;0.18;0.08;0.26;0;0;0;85;0;0;243;51;192;0;t32;2022-12-06
