wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;290;22;312;0.08;0.01;0.08;0;0;0;16;35;1;5675;376;5288;11;t00;2022-04-16
dolnoœl¹skie;14;2;16;0.05;0.01;0.06;0;0;0;3;3;0;293;17;276;0;t02;2022-04-16
kujawsko-pomorskie;15;1;16;0.07;0.00;0.08;0;0;0;0;3;0;208;17;189;2;t04;2022-04-16
lubelskie;16;2;18;0.08;0.01;0.09;0;0;0;0;1;0;221;22;198;1;t06;2022-04-16
lubuskie;9;0;9;0.09;0;0.09;0;0;0;0;0;0;172;10;161;1;t08;2022-04-16
³ódzkie;30;1;31;0.12;0.00;0.13;0;0;0;0;2;0;350;36;314;0;t10;2022-04-16
ma³opolskie;23;2;25;0.07;0.01;0.07;0;0;0;0;4;0;548;27;521;0;t12;2022-04-16
mazowieckie;47;4;51;0.09;0.01;0.09;0;0;0;2;8;0;1213;68;1145;0;t14;2022-04-16
opolskie;3;3;6;0.03;0.03;0.06;0;0;0;2;0;0;102;10;92;0;t16;2022-04-16
podkarpackie;7;0;7;0.03;0;0.03;0;0;0;0;1;0;268;9;259;0;t18;2022-04-16
podlaskie;9;0;9;0.08;0;0.08;0;0;0;0;0;0;106;12;94;0;t20;2022-04-16
pomorskie;19;2;21;0.08;0.01;0.09;0;0;0;3;0;0;480;25;454;1;t22;2022-04-16
œl¹skie;27;2;29;0.06;0.00;0.06;0;0;0;0;4;0;333;36;297;0;t24;2022-04-16
œwiêtokrzyskie;12;0;12;0.10;0;0.10;0;0;0;0;1;0;199;13;186;0;t26;2022-04-16
warmiñsko-mazurskie;3;1;4;0.02;0.01;0.03;0;0;0;0;0;0;120;5;115;0;t28;2022-04-16
wielkopolskie;21;1;22;0.06;0.00;0.06;0;0;0;5;7;0;300;27;271;2;t30;2022-04-16
zachodniopomorskie;10;0;10;0.06;0;0.06;0;0;0;1;1;1;233;14;217;2;t32;2022-04-16
