wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;559;0.15;17;5;12;773;3074;79649;33321;674;32510;137;t00;2021-05-23
dolnoœl¹skie;53;0.18;1;0;1;29;336;6709;2238;58;2169;11;t02;2021-05-23
kujawsko-pomorskie;27;0.13;0;0;0;31;141;2908;1117;29;1082;6;t04;2021-05-23
lubelskie;25;0.12;0;0;0;19;161;4189;1132;29;1099;4;t06;2021-05-23
lubuskie;9;0.09;0;0;0;14;93;1817;688;10;673;5;t08;2021-05-23
³ódzkie;48;0.20;0;0;0;77;247;6683;2134;67;2057;10;t10;2021-05-23
ma³opolskie;47;0.14;2;2;0;34;237;5387;3215;53;3152;10;t12;2021-05-23
mazowieckie;83;0.15;1;1;0;75;364;17859;6273;111;6146;16;t14;2021-05-23
opolskie;15;0.15;0;0;0;4;111;2392;793;20;769;4;t16;2021-05-23
podkarpackie;10;0.05;0;0;0;259;48;2076;1755;14;1731;10;t18;2021-05-23
podlaskie;9;0.08;0;0;0;3;82;1574;626;13;612;1;t20;2021-05-23
pomorskie;29;0.12;1;0;1;23;207;4758;2368;30;2321;17;t22;2021-05-23
œl¹skie;75;0.17;1;0;1;20;368;7350;3862;92;3759;11;t24;2021-05-23
œwiêtokrzyskie;15;0.12;1;1;0;7;100;1673;953;21;928;4;t26;2021-05-23
warmiñsko-mazurskie;13;0.09;2;0;2;3;78;1740;871;14;855;2;t28;2021-05-23
wielkopolskie;57;0.16;7;1;6;47;331;8560;2193;64;2117;12;t30;2021-05-23
zachodniopomorskie;34;0.20;1;0;1;124;153;3968;1390;39;1340;11;t32;2021-05-23
