wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;106;0.03;7;1;6;2165;100;84492;42491;144;42271;76;t00;2021-07-26
dolnoœl¹skie;11;0.04;0;0;0;163;6;7670;2912;15;2895;2;t02;2021-07-26
kujawsko-pomorskie;1;0.00;0;0;0;123;9;2576;1932;4;1923;5;t04;2021-07-26
lubelskie;4;0.02;0;0;0;112;5;4045;1968;7;1956;5;t06;2021-07-26
lubuskie;4;0.04;0;0;0;32;1;1905;1012;4;1005;3;t08;2021-07-26
³ódzkie;6;0.02;1;0;1;265;9;7122;3194;8;3174;12;t10;2021-07-26
ma³opolskie;20;0.06;1;1;0;175;16;5423;3242;22;3214;6;t12;2021-07-26
mazowieckie;11;0.02;0;0;0;345;16;23944;5494;16;5462;16;t14;2021-07-26
opolskie;5;0.05;1;0;1;41;0;1929;968;5;962;1;t16;2021-07-26
podkarpackie;4;0.02;0;0;0;107;5;3043;2218;4;2211;3;t18;2021-07-26
podlaskie;4;0.03;1;0;1;57;3;2360;1030;6;1024;0;t20;2021-07-26
pomorskie;4;0.02;1;0;1;112;5;4380;2582;6;2565;11;t22;2021-07-26
œl¹skie;11;0.02;0;0;0;269;7;6604;4649;20;4623;6;t24;2021-07-26
œwiêtokrzyskie;4;0.03;0;0;0;55;6;1772;1434;5;1429;0;t26;2021-07-26
warmiñsko-mazurskie;6;0.04;0;0;0;62;3;1691;1534;7;1526;1;t28;2021-07-26
wielkopolskie;3;0.01;2;0;2;168;7;6955;2739;7;2730;2;t30;2021-07-26
zachodniopomorskie;4;0.02;0;0;0;74;2;3042;1818;4;1813;1;t32;2021-07-26
