wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1267;0.33;209;55;154;5699;1268;77005;57940;1522;56144;274;t00;2021-05-25
dolnoœl¹skie;122;0.42;16;5;11;446;127;6320;4253;154;4077;22;t02;2021-05-25
kujawsko-pomorskie;53;0.26;6;1;5;290;71;2869;2774;55;2707;12;t04;2021-05-25
lubelskie;70;0.33;7;0;7;305;46;3822;2745;80;2644;21;t06;2021-05-25
lubuskie;22;0.22;3;2;1;143;22;1793;1449;26;1421;2;t08;2021-05-25
³ódzkie;92;0.38;20;7;13;496;95;6326;4546;122;4396;28;t10;2021-05-25
ma³opolskie;100;0.29;26;8;18;441;109;5325;4156;118;4017;21;t12;2021-05-25
mazowieckie;148;0.27;45;9;36;736;149;17394;8338;179;8132;27;t14;2021-05-25
opolskie;35;0.36;5;0;5;131;46;2297;1411;48;1358;5;t16;2021-05-25
podkarpackie;32;0.15;8;1;7;310;30;2000;2868;39;2825;4;t18;2021-05-25
podlaskie;40;0.34;9;0;9;111;32;1423;1312;43;1263;6;t20;2021-05-25
pomorskie;70;0.30;1;0;1;359;99;4930;3839;90;3723;26;t22;2021-05-25
œl¹skie;185;0.41;33;11;22;705;158;7135;6252;212;6008;32;t24;2021-05-25
œwiêtokrzyskie;33;0.27;3;0;3;130;48;1633;1661;42;1611;8;t26;2021-05-25
warmiñsko-mazurskie;33;0.23;8;3;5;190;25;1904;1837;41;1789;7;t28;2021-05-25
wielkopolskie;148;0.42;12;8;4;550;128;8126;4517;167;4328;22;t30;2021-05-25
zachodniopomorskie;74;0.44;7;0;7;355;78;3689;2962;96;2843;23;t32;2021-05-25
