wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15976;4.17;70;17;53;1232;25045;512473;72684;17328;54238;1118;t00;2021-12-18
dolnoœl¹skie;1560;5.38;0;0;0;54;2365;39672;5541;1669;3817;55;t02;2021-12-18
kujawsko-pomorskie;777;3.75;1;0;1;108;1334;26952;3188;823;2310;55;t04;2021-12-18
lubelskie;303;1.44;0;0;0;76;681;16381;2318;336;1944;38;t06;2021-12-18
lubuskie;625;6.19;7;3;4;12;876;18089;2306;672;1577;57;t08;2021-12-18
³ódzkie;860;3.51;1;0;1;85;1305;29624;4630;973;3586;71;t10;2021-12-18
ma³opolskie;1585;4.64;1;1;0;46;2214;43769;6606;1700;4826;80;t12;2021-12-18
mazowieckie;2040;3.76;39;10;29;121;3666;76624;11331;2264;8887;180;t14;2021-12-18
opolskie;650;6.63;0;0;0;10;876;17080;2077;697;1343;37;t16;2021-12-18
podkarpackie;448;2.11;0;0;0;31;783;18876;2917;515;2396;6;t18;2021-12-18
podlaskie;171;1.45;3;1;2;16;422;7363;1242;186;1052;4;t20;2021-12-18
pomorskie;1049;4.47;4;2;2;52;1456;35996;5273;1129;4052;92;t22;2021-12-18
œl¹skie;2329;5.17;6;0;6;139;3768;62068;9004;2485;6351;168;t24;2021-12-18
œwiêtokrzyskie;368;2.99;0;0;0;12;561;11158;1782;423;1334;25;t26;2021-12-18
warmiñsko-mazurskie;457;3.22;0;0;0;14;951;21493;1877;489;1362;26;t28;2021-12-18
wielkopolskie;1891;5.40;0;0;0;204;2472;61062;6743;2004;4599;140;t30;2021-12-18
zachodniopomorskie;745;4.40;8;0;8;251;1212;26200;3342;829;2435;78;t32;2021-12-18
