wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;223;0.06;2;1;1;1705;155;66847;39662;253;39343;66;t00;2021-08-11
dolnoœl¹skie;17;0.06;0;0;0;138;9;6605;2463;19;2442;2;t02;2021-08-11
kujawsko-pomorskie;6;0.03;0;0;0;102;8;1986;1614;8;1597;9;t04;2021-08-11
lubelskie;19;0.09;0;0;0;110;6;3227;1874;22;1847;5;t06;2021-08-11
lubuskie;4;0.04;0;0;0;23;1;1679;946;5;938;3;t08;2021-08-11
³ódzkie;11;0.04;0;0;0;111;11;5193;2647;12;2631;4;t10;2021-08-11
ma³opolskie;24;0.07;1;1;0;161;39;4414;3203;27;3172;4;t12;2021-08-11
mazowieckie;36;0.07;0;0;0;281;16;18788;5011;38;4961;12;t14;2021-08-11
opolskie;4;0.04;0;0;0;26;2;1739;953;4;949;0;t16;2021-08-11
podkarpackie;14;0.07;0;0;0;102;9;2177;2313;17;2296;0;t18;2021-08-11
podlaskie;8;0.07;1;0;1;50;7;1615;1004;8;994;2;t20;2021-08-11
pomorskie;14;0.06;0;0;0;125;10;3865;2422;19;2398;5;t22;2021-08-11
œl¹skie;20;0.04;0;0;0;175;11;5604;4595;22;4564;9;t24;2021-08-11
œwiêtokrzyskie;6;0.05;0;0;0;43;4;1080;1066;8;1057;1;t26;2021-08-11
warmiñsko-mazurskie;6;0.04;0;0;0;58;4;1299;1397;6;1388;3;t28;2021-08-11
wielkopolskie;12;0.03;0;0;0;124;13;5455;2438;13;2423;2;t30;2021-08-11
zachodniopomorskie;14;0.08;0;0;0;74;3;2094;1630;17;1612;1;t32;2021-08-11
