wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;195;90;285;0.05;0.02;0.07;2;2;0;834;0;0;2094;300;1793;1;t00;2024-11-25
dolnoœl¹skie;13;4;17;0.04;0.01;0.06;0;0;0;47;0;0;121;18;103;0;t02;2024-11-25
kujawsko-pomorskie;15;10;25;0.07;0.05;0.12;0;0;0;69;0;0;181;26;154;1;t04;2024-11-25
lubelskie;19;6;25;0.09;0.03;0.12;0;0;0;72;0;0;153;25;128;0;t06;2024-11-25
lubuskie;5;0;5;0.05;0;0.05;0;0;0;4;0;0;25;5;20;0;t08;2024-11-25
³ódzkie;6;2;8;0.02;0.01;0.03;0;0;0;15;0;0;39;8;31;0;t10;2024-11-25
ma³opolskie;15;6;21;0.04;0.02;0.06;0;0;0;97;0;0;171;22;149;0;t12;2024-11-25
mazowieckie;21;13;34;0.04;0.02;0.06;1;1;0;62;0;0;448;34;414;0;t14;2024-11-25
opolskie;2;2;4;0.02;0.02;0.04;1;1;0;4;0;0;46;4;42;0;t16;2024-11-25
podkarpackie;14;5;19;0.07;0.02;0.09;0;0;0;115;0;0;197;23;174;0;t18;2024-11-25
podlaskie;19;2;21;0.16;0.02;0.18;0;0;0;56;0;0;104;27;77;0;t20;2024-11-25
pomorskie;9;10;19;0.04;0.04;0.08;0;0;0;29;0;0;78;19;59;0;t22;2024-11-25
œl¹skie;18;12;30;0.04;0.03;0.07;0;0;0;117;0;0;195;30;165;0;t24;2024-11-25
œwiêtokrzyskie;5;3;8;0.04;0.02;0.07;0;0;0;8;0;0;20;8;12;0;t26;2024-11-25
warmiñsko-mazurskie;6;5;11;0.04;0.04;0.08;0;0;0;40;0;0;71;12;59;0;t28;2024-11-25
wielkopolskie;13;5;18;0.04;0.01;0.05;0;0;0;45;0;0;102;18;84;0;t30;2024-11-25
zachodniopomorskie;14;3;17;0.08;0.02;0.10;0;0;0;52;0;0;79;17;62;0;t32;2024-11-25
