wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;767;0.20;21;9;12;5961;202;77989;42883;875;41913;95;t00;2021-09-14
dolnoœl¹skie;37;0.13;0;0;0;453;11;6189;2870;43;2821;6;t02;2021-09-14
kujawsko-pomorskie;22;0.11;0;0;0;375;12;2510;1930;26;1900;4;t04;2021-09-14
lubelskie;144;0.68;8;4;4;531;15;5470;2480;157;2318;5;t06;2021-09-14
lubuskie;8;0.08;0;0;0;129;1;2081;918;9;909;0;t08;2021-09-14
³ódzkie;54;0.22;0;0;0;395;13;6068;3337;59;3273;5;t10;2021-09-14
ma³opolskie;72;0.21;3;3;0;424;16;4461;3217;82;3129;6;t12;2021-09-14
mazowieckie;106;0.20;0;0;0;1002;21;23889;5734;123;5584;27;t14;2021-09-14
opolskie;17;0.17;1;0;1;135;2;1688;920;18;901;1;t16;2021-09-14
podkarpackie;59;0.28;1;0;1;252;11;2110;2525;69;2450;6;t18;2021-09-14
podlaskie;34;0.29;2;1;1;217;9;1939;1105;42;1061;2;t20;2021-09-14
pomorskie;35;0.15;2;0;2;358;20;3974;2571;41;2525;5;t22;2021-09-14
œl¹skie;41;0.09;0;0;0;581;28;5374;4873;46;4818;9;t24;2021-09-14
œwiêtokrzyskie;13;0.11;4;1;3;112;7;1373;1232;15;1214;3;t26;2021-09-14
warmiñsko-mazurskie;27;0.19;0;0;0;199;0;1597;1375;29;1344;2;t28;2021-09-14
wielkopolskie;45;0.13;0;0;0;455;9;6172;2816;51;2761;4;t30;2021-09-14
zachodniopomorskie;36;0.21;0;0;0;333;25;3064;2147;48;2092;7;t32;2021-09-14
