wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;82;0.02;1;0;1;306;97;84878;32296;108;32146;42;t00;2021-07-24
dolnoœl¹skie;4;0.01;0;0;0;10;9;7626;1639;4;1631;4;t02;2021-07-24
kujawsko-pomorskie;5;0.02;0;0;0;2;3;2536;1752;5;1742;5;t04;2021-07-24
lubelskie;5;0.02;0;0;0;7;4;4327;1294;7;1284;3;t06;2021-07-24
lubuskie;2;0.02;0;0;0;10;2;2008;590;2;586;2;t08;2021-07-24
³ódzkie;4;0.02;0;0;0;138;5;7118;2088;7;2076;5;t10;2021-07-24
ma³opolskie;11;0.03;0;0;0;16;8;5257;2986;13;2971;2;t12;2021-07-24
mazowieckie;12;0.02;0;0;0;35;16;24611;4354;17;4335;2;t14;2021-07-24
opolskie;3;0.03;0;0;0;0;2;2014;706;3;701;2;t16;2021-07-24
podkarpackie;8;0.04;0;0;0;42;4;2938;1867;10;1855;2;t18;2021-07-24
podlaskie;4;0.03;0;0;0;0;11;2255;747;6;741;0;t20;2021-07-24
pomorskie;4;0.02;0;0;0;1;5;4362;1860;6;1851;3;t22;2021-07-24
œl¹skie;6;0.01;1;0;1;19;11;6405;3401;12;3385;4;t24;2021-07-24
œwiêtokrzyskie;0;0;0;0;0;0;0;1698;1101;0;1101;0;t26;2021-07-24
warmiñsko-mazurskie;1;0.01;0;0;0;0;3;1700;772;2;769;1;t28;2021-07-24
wielkopolskie;3;0.01;0;0;0;20;6;6956;2204;3;2198;3;t30;2021-07-24
zachodniopomorskie;4;0.02;0;0;0;2;4;3030;1232;5;1226;1;t32;2021-07-24
