wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;48251;12.58;23;1;22;1819;41427;763604;143752;55759;84841;3152;t00;2022-01-29
dolnoœl¹skie;4005;13.82;0;0;0;94;3489;65461;10514;4596;5574;344;t02;2022-01-29
kujawsko-pomorskie;2432;11.75;1;0;1;170;1310;17196;7140;2823;4205;112;t04;2022-01-29
lubelskie;2318;11.02;0;0;0;244;1895;46715;6749;2664;3977;108;t06;2022-01-29
lubuskie;733;7.26;1;1;0;23;568;9320;2446;846;1516;84;t08;2022-01-29
³ódzkie;3044;12.43;4;0;4;139;2020;61438;9313;3627;5559;127;t10;2022-01-29
ma³opolskie;3591;10.52;0;0;0;81;4509;38792;10489;4138;6149;202;t12;2022-01-29
mazowieckie;6790;12.51;9;0;9;261;7006;141065;23579;7750;15331;498;t14;2022-01-29
opolskie;1591;16.22;1;0;1;26;841;22222;3955;1865;1966;124;t16;2022-01-29
podkarpackie;2340;11.01;0;0;0;123;2549;47998;6623;2659;3920;44;t18;2022-01-29
podlaskie;754;6.41;1;0;1;27;685;14626;2567;882;1637;48;t20;2022-01-29
pomorskie;4204;17.91;0;0;0;112;2948;69272;12165;4907;6848;410;t22;2022-01-29
œl¹skie;7895;17.51;0;0;0;147;6930;126826;20532;9158;10900;474;t24;2022-01-29
œwiêtokrzyskie;874;7.11;1;0;1;24;749;9076;2774;997;1716;61;t26;2022-01-29
warmiñsko-mazurskie;1268;8.93;0;0;0;30;1172;18317;4008;1493;2443;72;t28;2022-01-29
wielkopolskie;4463;12.75;0;0;0;197;3191;36826;12786;5082;7454;250;t30;2022-01-29
zachodniopomorskie;1744;10.30;5;0;5;118;1483;38336;6085;2050;3857;178;t32;2022-01-29
