wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10788;2.81;269;62;207;9967;22270;339489;57371;11859;44652;860;t00;2021-12-24
dolnoœl¹skie;1130;3.90;4;1;3;586;2077;25427;4490;1254;3171;65;t02;2021-12-24
kujawsko-pomorskie;445;2.15;21;3;18;713;1308;16995;2396;478;1878;40;t04;2021-12-24
lubelskie;302;1.44;22;4;18;479;698;10504;2101;345;1738;18;t06;2021-12-24
lubuskie;294;2.91;12;9;3;262;769;11756;1229;332;870;27;t08;2021-12-24
³ódzkie;673;2.75;0;0;0;603;1521;20930;3711;762;2902;47;t10;2021-12-24
ma³opolskie;914;2.68;7;5;2;890;1750;27860;4848;1017;3732;99;t12;2021-12-24
mazowieckie;1542;2.84;27;7;20;1338;3006;50107;10581;1718;8714;149;t14;2021-12-24
opolskie;385;3.93;19;4;15;236;941;12221;1384;415;947;22;t16;2021-12-24
podkarpackie;394;1.85;32;6;26;288;781;13182;2162;446;1704;12;t18;2021-12-24
podlaskie;120;1.02;4;0;4;215;276;5119;958;138;812;8;t20;2021-12-24
pomorskie;603;2.57;15;0;15;732;1404;24650;3685;654;2972;59;t22;2021-12-24
œl¹skie;1344;2.98;37;5;32;1180;2920;39322;6667;1458;5086;123;t24;2021-12-24
œwiêtokrzyskie;299;2.43;6;0;6;276;536;7624;1533;334;1167;32;t26;2021-12-24
warmiñsko-mazurskie;363;2.56;7;3;4;395;854;12458;1798;398;1390;10;t28;2021-12-24
wielkopolskie;1215;3.47;36;13;23;971;2095;43551;5005;1288;3628;89;t30;2021-12-24
zachodniopomorskie;670;3.96;20;2;18;786;1252;17723;2698;717;1930;51;t32;2021-12-24
