wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2503;0.65;42;9;33;189;6247;150420;21611;2953;18386;272;t00;2021-01-31
dolnoœl¹skie;202;0.70;0;0;0;3;339;9953;1472;240;1212;20;t02;2021-01-31
kujawsko-pomorskie;219;1.06;3;1;2;43;632;10310;1304;262;1031;11;t04;2021-01-31
lubelskie;69;0.33;3;2;1;12;363;6380;848;89;751;8;t06;2021-01-31
lubuskie;91;0.90;0;0;0;9;162;4302;521;103;413;5;t08;2021-01-31
³ódzkie;113;0.46;0;0;0;5;364;9867;1278;147;1118;13;t10;2021-01-31
ma³opolskie;182;0.53;0;0;0;4;270;6993;1374;210;1146;18;t12;2021-01-31
mazowieckie;440;0.81;22;1;21;20;950;31660;3502;503;2936;63;t14;2021-01-31
opolskie;44;0.45;0;0;0;2;102;3128;496;48;447;1;t16;2021-01-31
podkarpackie;116;0.55;0;0;0;1;218;4704;1465;167;1286;12;t18;2021-01-31
podlaskie;82;0.70;1;1;0;3;203;4482;465;93;368;4;t20;2021-01-31
pomorskie;243;1.04;0;0;0;29;496;13035;1789;272;1494;23;t22;2021-01-31
œl¹skie;131;0.29;5;1;4;2;487;11198;1699;154;1525;20;t24;2021-01-31
œwiêtokrzyskie;63;0.51;0;0;0;3;106;2185;684;81;585;18;t26;2021-01-31
warmiñsko-mazurskie;82;0.58;0;0;0;3;387;7796;571;90;478;3;t28;2021-01-31
wielkopolskie;150;0.43;5;2;3;20;612;15371;1447;189;1239;19;t30;2021-01-31
zachodniopomorskie;182;1.07;3;1;2;30;503;9048;1133;200;916;17;t32;2021-01-31
