wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2296;0.60;28;6;22;620;7153;139205;31160;2642;28221;297;t00;2021-05-03
dolnoœl¹skie;182;0.63;2;1;1;33;835;12911;2069;215;1826;28;t02;2021-05-03
kujawsko-pomorskie;131;0.63;1;1;0;37;315;6287;1417;139;1257;21;t04;2021-05-03
lubelskie;107;0.51;0;0;0;34;274;6778;1363;127;1222;14;t06;2021-05-03
lubuskie;53;0.52;0;0;0;7;207;3469;753;62;686;5;t08;2021-05-03
³ódzkie;184;0.75;1;0;1;79;490;9606;2169;216;1931;22;t10;2021-05-03
ma³opolskie;213;0.62;1;0;1;15;643;11390;2967;242;2674;51;t12;2021-05-03
mazowieckie;278;0.51;4;1;3;44;917;21519;4243;324;3884;35;t14;2021-05-03
opolskie;76;0.77;1;0;1;6;251;3764;1179;91;1087;1;t16;2021-05-03
podkarpackie;66;0.31;0;0;0;156;193;4207;1524;86;1431;7;t18;2021-05-03
podlaskie;32;0.27;1;0;1;0;91;2354;631;38;590;3;t20;2021-05-03
pomorskie;145;0.62;6;1;5;22;360;7247;2340;155;2153;32;t22;2021-05-03
œl¹skie;351;0.78;5;2;3;52;1188;17380;3562;406;3111;45;t24;2021-05-03
œwiêtokrzyskie;57;0.46;3;0;3;5;163;3416;878;71;802;5;t26;2021-05-03
warmiñsko-mazurskie;55;0.39;0;0;0;8;132;3219;783;58;719;6;t28;2021-05-03
wielkopolskie;204;0.58;3;0;3;85;740;14633;2282;226;2046;10;t30;2021-05-03
zachodniopomorskie;123;0.73;0;0;0;36;318;6315;1378;144;1225;9;t32;2021-05-03
