wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;283;21;304;0.07;0.01;0.08;0;0;0;29;17;0;6187;357;5813;17;t00;2022-04-18
dolnoœl¹skie;27;2;29;0.09;0.01;0.10;0;0;0;0;3;0;257;32;224;1;t02;2022-04-18
kujawsko-pomorskie;9;0;9;0.04;0;0.04;0;0;0;1;0;0;199;9;190;0;t04;2022-04-18
lubelskie;24;4;28;0.11;0.02;0.13;0;0;0;1;0;0;348;34;313;1;t06;2022-04-18
lubuskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;139;3;136;0;t08;2022-04-18
³ódzkie;19;0;19;0.08;0;0.08;0;0;0;2;7;0;365;25;337;3;t10;2022-04-18
ma³opolskie;22;3;25;0.06;0.01;0.07;0;0;0;5;2;0;623;27;595;1;t12;2022-04-18
mazowieckie;55;2;57;0.10;0.00;0.11;0;0;0;12;4;0;1264;65;1197;2;t14;2022-04-18
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;148;2;145;1;t16;2022-04-18
podkarpackie;12;0;12;0.06;0;0.06;0;0;0;0;0;0;355;13;342;0;t18;2022-04-18
podlaskie;14;0;14;0.12;0;0.12;0;0;0;1;1;0;94;14;80;0;t20;2022-04-18
pomorskie;11;2;13;0.05;0.01;0.06;0;0;0;5;0;0;341;15;325;1;t22;2022-04-18
œl¹skie;34;2;36;0.08;0.00;0.08;0;0;0;0;0;0;611;47;561;3;t24;2022-04-18
œwiêtokrzyskie;8;0;8;0.07;0;0.07;0;0;0;0;0;0;204;10;194;0;t26;2022-04-18
warmiñsko-mazurskie;11;1;12;0.08;0.01;0.08;0;0;0;0;0;0;167;14;153;0;t28;2022-04-18
wielkopolskie;13;3;16;0.04;0.01;0.05;0;0;0;2;0;0;341;19;321;1;t30;2022-04-18
zachodniopomorskie;5;2;7;0.03;0.01;0.04;0;0;0;0;0;0;225;12;212;1;t32;2022-04-18
