wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;35251;9.19;621;130;491;39776;20986;468310;109430;37157;69915;2358;t00;2021-03-31
dolnoœl¹skie;3309;11.42;35;19;16;3261;1567;38481;8761;3536;5000;225;t02;2021-03-31
kujawsko-pomorskie;1791;8.66;42;9;33;2136;1279;22305;5695;1993;3571;131;t04;2021-03-31
lubelskie;1314;6.25;26;2;24;1766;814;16759;4504;1382;3053;69;t06;2021-03-31
lubuskie;815;8.07;4;2;2;986;535;12219;2649;847;1778;24;t08;2021-03-31
³ódzkie;2121;8.66;43;12;31;2640;1544;27431;7240;2220;4952;68;t10;2021-03-31
ma³opolskie;3067;8.98;50;22;28;3352;1540;40770;8240;3202;4817;221;t12;2021-03-31
mazowieckie;4806;8.85;100;19;81;5477;3574;79189;17426;5197;11815;414;t14;2021-03-31
opolskie;807;8.23;22;2;20;831;419;9168;2355;836;1487;32;t16;2021-03-31
podkarpackie;1470;6.91;48;3;45;1758;834;23860;4235;1568;2603;64;t18;2021-03-31
podlaskie;508;4.32;16;0;16;868;401;8226;1966;535;1399;32;t20;2021-03-31
pomorskie;1873;7.98;41;3;38;1947;1336;30024;6074;1942;3952;180;t22;2021-03-31
œl¹skie;5997;13.30;70;11;59;6343;2645;65905;14840;6216;8282;342;t24;2021-03-31
œwiêtokrzyskie;900;7.32;18;0;18;1129;602;12495;2941;985;1731;225;t26;2021-03-31
warmiñsko-mazurskie;935;6.58;32;2;30;1330;990;14409;3142;970;2126;46;t28;2021-03-31
wielkopolskie;4056;11.59;52;23;29;4286;1988;50790;10511;4152;6216;143;t30;2021-03-31
zachodniopomorskie;1074;6.34;22;1;21;1638;715;16200;4107;1150;2865;92;t32;2021-03-31
