wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;903;0.24;0;0;0;188;1338;96742;21213;1037;20107;69;t00;2021-10-10
dolnoœl¹skie;34;0.12;0;0;0;19;67;5649;1115;36;1075;4;t02;2021-10-10
kujawsko-pomorskie;27;0.13;0;0;0;7;60;2853;849;32;805;12;t04;2021-10-10
lubelskie;157;0.75;0;0;0;30;248;12096;1190;179;1004;7;t06;2021-10-10
lubuskie;12;0.12;0;0;0;4;16;2183;422;12;406;4;t08;2021-10-10
³ódzkie;38;0.16;0;0;0;13;56;6445;1377;49;1325;3;t10;2021-10-10
ma³opolskie;53;0.16;0;0;0;11;71;4537;1831;59;1768;4;t12;2021-10-10
mazowieckie;215;0.40;0;0;0;62;256;24353;3365;234;3120;11;t14;2021-10-10
opolskie;10;0.10;0;0;0;0;14;1782;417;14;403;0;t16;2021-10-10
podkarpackie;31;0.15;0;0;0;4;69;3177;1373;38;1334;1;t18;2021-10-10
podlaskie;76;0.65;0;0;0;4;98;7268;545;86;458;1;t20;2021-10-10
pomorskie;46;0.20;0;0;0;5;74;5907;1357;50;1301;6;t22;2021-10-10
œl¹skie;44;0.10;0;0;0;1;90;4989;2291;47;2237;7;t24;2021-10-10
œwiêtokrzyskie;13;0.11;0;0;0;3;20;1155;666;16;648;2;t26;2021-10-10
warmiñsko-mazurskie;20;0.14;0;0;0;2;61;2864;548;29;517;2;t28;2021-10-10
wielkopolskie;43;0.12;0;0;0;18;57;6260;1464;54;1409;1;t30;2021-10-10
zachodniopomorskie;65;0.38;0;0;0;5;73;5212;1112;81;1028;3;t32;2021-10-10
