wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;11093;1390;12483;2.89;0.36;3.25;206;53;153;13882;14520;79932;74313;13599;59773;941;t00;2022-03-03
dolnoœl¹skie;890;99;989;3.07;0.34;3.41;11;9;2;956;1078;5944;5057;1078;3938;41;t02;2022-03-03
kujawsko-pomorskie;1129;166;1295;5.46;0.80;6.26;21;1;20;1304;1437;6851;5333;1367;3859;107;t04;2022-03-03
lubelskie;577;60;637;2.74;0.29;3.03;12;1;11;714;786;3539;4084;699;3353;32;t06;2022-03-03
lubuskie;527;63;590;5.22;0.62;5.84;6;0;6;615;721;3874;2490;645;1796;49;t08;2022-03-03
³ódzkie;576;51;627;2.35;0.21;2.56;15;11;4;721;779;3725;4893;726;4125;42;t10;2022-03-03
ma³opolskie;581;60;641;1.70;0.18;1.88;17;3;14;800;716;4822;4765;710;3999;56;t12;2022-03-03
mazowieckie;1805;237;2042;3.33;0.44;3.76;16;9;7;2014;2293;15280;12293;2234;9882;177;t14;2022-03-03
opolskie;176;30;206;1.79;0.31;2.10;3;0;3;287;301;1719;1475;226;1234;15;t16;2022-03-03
podkarpackie;127;16;143;0.60;0.08;0.67;13;1;12;238;194;1603;2874;178;2686;10;t18;2022-03-03
podlaskie;213;28;241;1.81;0.24;2.05;4;0;4;444;385;2180;1724;272;1438;14;t20;2022-03-03
pomorskie;661;72;733;2.82;0.31;3.12;18;1;17;821;810;4478;4587;793;3716;78;t22;2022-03-03
œl¹skie;680;74;754;1.51;0.16;1.67;30;11;19;973;887;4795;6676;836;5759;81;t24;2022-03-03
œwiêtokrzyskie;323;30;353;2.63;0.24;2.87;6;0;6;474;425;2368;1984;377;1577;30;t26;2022-03-03
warmiñsko-mazurskie;515;112;627;3.63;0.79;4.41;8;4;4;665;637;3262;3137;683;2435;19;t28;2022-03-03
wielkopolskie;1381;202;1583;3.95;0.58;4.52;14;2;12;1667;2022;9858;6867;1667;5098;102;t30;2022-03-03
zachodniopomorskie;845;90;935;4.99;0.53;5.52;12;0;12;1160;997;5180;4157;1006;3071;80;t32;2022-03-03
