wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;40876;10.66;193;30;163;48899;19215;828763;150984;47233;101267;2484;t00;2022-01-21
dolnoœl¹skie;3644;12.57;11;7;4;3836;1664;71459;11285;4187;6842;256;t02;2022-01-21
kujawsko-pomorskie;1404;6.78;11;2;9;2008;758;18560;6464;1657;4750;57;t04;2022-01-21
lubelskie;1800;8.56;10;2;8;2969;839;39807;7472;2033;5360;79;t06;2022-01-21
lubuskie;495;4.90;0;0;0;910;389;10322;2664;583;2053;28;t08;2022-01-21
³ódzkie;2387;9.75;19;3;16;3233;854;53206;9895;2833;6950;112;t10;2022-01-21
ma³opolskie;4001;11.72;20;3;17;3789;2755;53179;13593;4599;8738;256;t12;2022-01-21
mazowieckie;7120;13.12;14;4;10;6827;3494;162050;25630;8137;16949;544;t14;2022-01-21
opolskie;1000;10.20;5;0;5;1275;518;23926;3327;1167;2116;44;t16;2022-01-21
podkarpackie;2329;10.96;26;0;26;2695;1032;54732;7383;2705;4644;34;t18;2022-01-21
podlaskie;818;6.95;6;0;6;1161;314;18717;3651;938;2669;44;t20;2022-01-21
pomorskie;2857;12.17;10;2;8;3574;1231;70840;9746;3292;6199;255;t22;2022-01-21
œl¹skie;6442;14.29;12;0;12;7775;2317;131568;19434;7432;11643;359;t24;2022-01-21
œwiêtokrzyskie;688;5.59;14;0;14;1039;396;10093;2876;791;2006;79;t26;2022-01-21
warmiñsko-mazurskie;1169;8.23;12;2;10;1669;471;28207;5390;1415;3900;75;t28;2022-01-21
wielkopolskie;3152;9.00;15;4;11;3723;1394;47791;12995;3651;9190;154;t30;2022-01-21
zachodniopomorskie;1367;8.07;8;1;7;2361;725;34136;6031;1585;4360;86;t32;2022-01-21
