wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;768;225;993;0.20;0.06;0.26;12;2;10;1390;0;0;6736;1089;5637;10;t00;2023-04-17
dolnoœl¹skie;59;15;74;0.20;0.05;0.26;0;0;0;80;0;0;408;89;318;1;t02;2023-04-17
kujawsko-pomorskie;29;14;43;0.14;0.07;0.21;2;0;2;81;0;0;327;49;278;0;t04;2023-04-17
lubelskie;79;25;104;0.38;0.12;0.49;1;0;1;98;0;0;755;111;643;1;t06;2023-04-17
lubuskie;21;7;28;0.21;0.07;0.28;0;0;0;34;0;0;142;30;112;0;t08;2023-04-17
³ódzkie;40;13;53;0.16;0.05;0.22;0;0;0;102;0;0;298;56;242;0;t10;2023-04-17
ma³opolskie;62;20;82;0.18;0.06;0.24;0;0;0;124;0;0;435;85;350;0;t12;2023-04-17
mazowieckie;90;33;123;0.17;0.06;0.23;2;1;1;174;0;0;997;138;856;3;t14;2023-04-17
opolskie;5;2;7;0.05;0.02;0.07;0;0;0;11;0;0;215;7;208;0;t16;2023-04-17
podkarpackie;71;11;82;0.33;0.05;0.39;0;0;0;128;0;0;475;90;383;2;t18;2023-04-17
podlaskie;43;8;51;0.37;0.07;0.43;1;0;1;70;0;0;297;54;242;1;t20;2023-04-17
pomorskie;41;7;48;0.17;0.03;0.20;0;0;0;74;0;0;324;48;276;0;t22;2023-04-17
œl¹skie;57;15;72;0.13;0.03;0.16;0;0;0;127;0;0;589;76;512;1;t24;2023-04-17
œwiêtokrzyskie;35;5;40;0.28;0.04;0.33;0;0;0;26;0;0;141;46;95;0;t26;2023-04-17
warmiñsko-mazurskie;23;14;37;0.16;0.10;0.26;1;0;1;68;0;0;325;38;287;0;t28;2023-04-17
wielkopolskie;52;18;70;0.15;0.05;0.20;4;1;3;72;0;0;284;73;211;0;t30;2023-04-17
zachodniopomorskie;47;17;64;0.28;0.10;0.38;1;0;1;116;0;0;372;67;305;0;t32;2023-04-17
