wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10896;2.84;28;5;23;680;14496;280008;42372;12441;28998;933;t00;2021-03-14
dolnoœl¹skie;939;3.24;1;1;0;23;1124;19380;3090;1095;1957;38;t02;2021-03-14
kujawsko-pomorskie;596;2.88;1;0;1;90;801;15382;2344;701;1600;43;t04;2021-03-14
lubelskie;139;0.66;0;0;0;25;458;9860;1302;175;1109;18;t06;2021-03-14
lubuskie;396;3.92;0;0;0;17;525;8279;1329;423;894;12;t08;2021-03-14
³ódzkie;460;1.88;0;0;0;46;744;15451;2166;517;1614;35;t10;2021-03-14
ma³opolskie;699;2.05;7;3;4;34;1077;20728;2853;756;2043;54;t12;2021-03-14
mazowieckie;2311;4.26;6;0;6;153;2740;54400;8490;2981;5210;299;t14;2021-03-14
opolskie;265;2.70;0;0;0;22;164;4408;1137;293;836;8;t16;2021-03-14
podkarpackie;567;2.67;2;1;1;27;691;17093;1824;595;1213;16;t18;2021-03-14
podlaskie;192;1.63;0;0;0;4;438;6629;702;209;485;8;t20;2021-03-14
pomorskie;1100;4.69;5;0;5;28;1212;24117;3470;1149;2217;104;t22;2021-03-14
œl¹skie;1247;2.77;2;0;2;93;1647;29598;4134;1358;2674;102;t24;2021-03-14
œwiêtokrzyskie;266;2.16;0;0;0;12;260;5562;1233;320;846;67;t26;2021-03-14
warmiñsko-mazurskie;271;1.91;1;0;1;18;1017;14770;902;286;600;16;t28;2021-03-14
wielkopolskie;871;2.49;3;0;3;65;1017;24968;3372;969;2348;55;t30;2021-03-14
zachodniopomorskie;344;2.03;0;0;0;23;467;9347;1534;367;1130;37;t32;2021-03-14
