wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;42;5;47;0.01;0.00;0.01;0;0;0;8;5;0;1674;54;1616;4;t00;2022-06-19
dolnoœl¹skie;3;1;4;0.01;0.00;0.01;0;0;0;0;0;0;48;4;44;0;t02;2022-06-19
kujawsko-pomorskie;3;2;5;0.01;0.01;0.02;0;0;0;0;1;0;43;5;38;0;t04;2022-06-19
lubelskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;68;2;66;0;t06;2022-06-19
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;t08;2022-06-19
³ódzkie;5;0;5;0.02;0;0.02;0;0;0;6;0;0;72;5;67;0;t10;2022-06-19
ma³opolskie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;129;5;123;1;t12;2022-06-19
mazowieckie;9;0;9;0.02;0;0.02;0;0;0;1;1;0;466;13;452;1;t14;2022-06-19
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;22;2;20;0;t16;2022-06-19
podkarpackie;1;1;2;0.00;0.00;0.01;0;0;0;0;1;0;130;2;127;1;t18;2022-06-19
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;34;1;33;0;t20;2022-06-19
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;0;0;0;66;3;63;0;t22;2022-06-19
œl¹skie;6;0;6;0.01;0;0.01;0;0;0;0;0;0;127;6;121;0;t24;2022-06-19
œwiêtokrzyskie;2;0;2;0.02;0;0.02;0;0;0;1;2;0;115;3;112;0;t26;2022-06-19
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;46;0;46;0;t28;2022-06-19
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;85;1;84;0;t30;2022-06-19
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;35;1;34;0;t32;2022-06-19
