wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28;14;42;0.01;0.00;0.01;0;0;0;345;0;0;1217;44;1173;0;t00;2024-03-28
dolnoœl¹skie;2;1;3;0.01;0.00;0.01;0;0;0;25;0;0;57;3;54;0;t02;2024-03-28
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;20;0;0;72;4;68;0;t04;2024-03-28
lubelskie;5;0;5;0.02;0;0.02;0;0;0;28;0;0;58;5;53;0;t06;2024-03-28
lubuskie;2;0;2;0.02;0;0.02;0;0;0;2;0;0;8;2;6;0;t08;2024-03-28
³ódzkie;1;2;3;0.00;0.01;0.01;0;0;0;20;0;0;44;4;40;0;t10;2024-03-28
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;30;0;0;77;1;76;0;t12;2024-03-28
mazowieckie;2;5;7;0.00;0.01;0.01;0;0;0;45;0;0;413;7;406;0;t14;2024-03-28
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;t16;2024-03-28
podkarpackie;1;1;2;0.00;0.00;0.01;0;0;0;30;0;0;54;2;52;0;t18;2024-03-28
podlaskie;3;1;4;0.03;0.01;0.03;0;0;0;25;0;0;57;4;53;0;t20;2024-03-28
pomorskie;0;0;0;0;0;0;0;0;0;19;0;0;57;0;57;0;t22;2024-03-28
œl¹skie;1;1;2;0.00;0.00;0.00;0;0;0;46;0;0;91;2;89;0;t24;2024-03-28
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;8;0;0;13;2;11;0;t26;2024-03-28
warmiñsko-mazurskie;3;1;4;0.02;0.01;0.03;0;0;0;20;0;0;46;4;42;0;t28;2024-03-28
wielkopolskie;1;1;2;0.00;0.00;0.01;0;0;0;5;0;0;29;2;27;0;t30;2024-03-28
zachodniopomorskie;1;1;2;0.01;0.01;0.01;0;0;0;21;0;0;55;2;53;0;t32;2024-03-28
