wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5706;1.49;59;10;49;12421;2727;181800;49537;6190;43083;264;t00;2021-10-21
dolnoœl¹skie;269;0.93;1;0;1;666;100;8750;3109;303;2794;12;t02;2021-10-21
kujawsko-pomorskie;186;0.90;3;0;3;549;79;6057;2212;197;2004;11;t04;2021-10-21
lubelskie;1181;5.61;11;2;9;2199;651;28071;4739;1254;3457;28;t06;2021-10-21
lubuskie;72;0.71;1;0;1;211;36;4041;1042;80;958;4;t08;2021-10-21
³ódzkie;313;1.28;6;3;3;642;124;10273;3460;347;3093;20;t10;2021-10-21
ma³opolskie;285;0.83;5;1;4;643;145;7888;3044;305;2712;27;t12;2021-10-21
mazowieckie;1070;1.97;4;0;4;1969;487;40776;8090;1172;6860;58;t14;2021-10-21
opolskie;84;0.86;0;0;0;205;39;3157;954;93;858;3;t16;2021-10-21
podkarpackie;264;1.24;6;0;6;561;130;6973;2732;287;2435;10;t18;2021-10-21
podlaskie;580;4.93;9;1;8;1032;270;16844;2254;617;1624;13;t20;2021-10-21
pomorskie;239;1.02;0;0;0;643;109;10464;2616;254;2347;15;t22;2021-10-21
œl¹skie;296;0.66;4;2;2;852;125;9088;5041;331;4689;21;t24;2021-10-21
œwiêtokrzyskie;89;0.72;1;0;1;198;51;2439;1342;98;1240;4;t26;2021-10-21
warmiñsko-mazurskie;178;1.25;1;0;1;506;93;6579;1597;197;1396;4;t28;2021-10-21
wielkopolskie;228;0.65;5;1;4;761;125;11091;2824;250;2560;14;t30;2021-10-21
zachodniopomorskie;317;1.87;2;0;2;772;143;9276;2554;349;2189;16;t32;2021-10-21
