wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13926;3.63;740;201;539;18482;12536;253075;80299;15374;63667;1258;t00;2021-04-20
dolnoœl¹skie;1213;4.18;58;30;28;1677;1447;23001;5946;1361;4513;72;t02;2021-04-20
kujawsko-pomorskie;663;3.20;39;4;35;967;544;12187;3801;708;3030;63;t04;2021-04-20
lubelskie;604;2.87;31;2;29;954;398;11461;3492;639;2790;63;t06;2021-04-20
lubuskie;281;2.78;15;11;4;429;355;6198;1935;319;1600;16;t08;2021-04-20
³ódzkie;1051;4.29;61;6;55;1311;697;17355;5749;1177;4542;30;t10;2021-04-20
ma³opolskie;1290;3.78;43;23;20;1434;1107;22599;5844;1382;4314;148;t12;2021-04-20
mazowieckie;1615;2.98;98;35;63;2294;1777;35884;10974;1842;8923;209;t14;2021-04-20
opolskie;358;3.65;24;4;20;449;309;6204;1764;387;1367;10;t16;2021-04-20
podkarpackie;417;1.96;52;8;44;690;611;10822;3740;560;3147;33;t18;2021-04-20
podlaskie;260;2.21;15;4;11;401;178;4892;1683;280;1385;18;t20;2021-04-20
pomorskie;665;2.83;37;7;30;864;782;12827;4728;730;3915;83;t22;2021-04-20
œl¹skie;2573;5.71;126;20;106;3021;2004;37045;10390;2771;7391;228;t24;2021-04-20
œwiêtokrzyskie;371;3.02;16;4;12;561;334;7942;2312;452;1769;91;t26;2021-04-20
warmiñsko-mazurskie;336;2.37;9;1;8;562;239;6197;2712;358;2336;18;t28;2021-04-20
wielkopolskie;1429;4.08;93;40;53;1934;1180;28175;6823;1502;5232;89;t30;2021-04-20
zachodniopomorskie;667;3.94;23;2;21;910;524;9870;3668;754;2846;68;t32;2021-04-20
