wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;366;0.10;13;5;8;2440;147;52777;40879;454;40373;52;t00;2021-08-31
dolnoœl¹skie;22;0.08;0;0;0;200;7;5052;2563;24;2536;3;t02;2021-08-31
kujawsko-pomorskie;15;0.07;0;0;0;124;2;1598;1779;21;1754;4;t04;2021-08-31
lubelskie;19;0.09;0;0;0;136;6;2590;1884;27;1855;2;t06;2021-08-31
lubuskie;5;0.05;1;0;1;43;1;1266;1031;6;1024;1;t08;2021-08-31
³ódzkie;21;0.09;1;0;1;199;9;3776;2885;22;2859;4;t10;2021-08-31
ma³opolskie;37;0.11;1;0;1;231;17;3466;3125;42;3077;6;t12;2021-08-31
mazowieckie;47;0.09;1;1;0;423;23;15399;5422;63;5345;14;t14;2021-08-31
opolskie;12;0.12;1;0;1;60;3;1302;883;14;869;0;t16;2021-08-31
podkarpackie;28;0.13;1;0;1;97;15;1553;2635;39;2594;2;t18;2021-08-31
podlaskie;25;0.21;0;0;0;70;4;1187;1102;30;1071;1;t20;2021-08-31
pomorskie;25;0.11;5;3;2;164;17;2947;2605;25;2578;2;t22;2021-08-31
œl¹skie;31;0.07;0;0;0;257;22;4559;4442;40;4398;4;t24;2021-08-31
œwiêtokrzyskie;9;0.07;0;0;0;43;5;748;1301;13;1287;1;t26;2021-08-31
warmiñsko-mazurskie;12;0.08;1;1;0;73;1;1037;1236;14;1222;0;t28;2021-08-31
wielkopolskie;16;0.05;0;0;0;181;8;4353;2709;20;2684;5;t30;2021-08-31
zachodniopomorskie;32;0.19;1;0;1;133;5;1918;1702;44;1656;2;t32;2021-08-31
