wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;573;190;763;0.15;0.05;0.20;11;5;6;1526;0;0;4275;797;3474;4;t00;2024-01-17
dolnoœl¹skie;22;11;33;0.08;0.04;0.11;2;0;2;54;0;0;197;35;162;0;t02;2024-01-17
kujawsko-pomorskie;37;15;52;0.18;0.07;0.25;1;0;1;101;0;0;347;54;291;2;t04;2024-01-17
lubelskie;78;17;95;0.37;0.08;0.45;0;0;0;159;0;0;313;103;209;1;t06;2024-01-17
lubuskie;15;5;20;0.15;0.05;0.20;0;0;0;15;0;0;114;20;94;0;t08;2024-01-17
³ódzkie;23;9;32;0.09;0.04;0.13;1;1;0;90;0;0;153;33;120;0;t10;2024-01-17
ma³opolskie;52;15;67;0.15;0.04;0.20;1;1;0;171;0;0;347;71;276;0;t12;2024-01-17
mazowieckie;80;24;104;0.15;0.04;0.19;2;1;1;219;0;0;792;108;683;1;t14;2024-01-17
opolskie;10;4;14;0.10;0.04;0.14;1;0;1;9;0;0;78;15;63;0;t16;2024-01-17
podkarpackie;52;14;66;0.24;0.07;0.31;1;0;1;133;0;0;272;67;205;0;t18;2024-01-17
podlaskie;23;7;30;0.20;0.06;0.25;0;0;0;62;0;0;122;31;91;0;t20;2024-01-17
pomorskie;33;17;50;0.14;0.07;0.21;0;0;0;70;0;0;410;50;360;0;t22;2024-01-17
œl¹skie;46;22;68;0.10;0.05;0.15;1;1;0;182;0;0;433;70;363;0;t24;2024-01-17
œwiêtokrzyskie;27;5;32;0.22;0.04;0.26;0;0;0;35;0;0;101;33;68;0;t26;2024-01-17
warmiñsko-mazurskie;19;7;26;0.13;0.05;0.18;0;0;0;52;0;0;162;31;131;0;t28;2024-01-17
wielkopolskie;36;9;45;0.10;0.03;0.13;1;1;0;103;0;0;164;46;118;0;t30;2024-01-17
zachodniopomorskie;17;8;25;0.10;0.05;0.15;0;0;0;70;0;0;186;25;161;0;t32;2024-01-17
