wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;643;0.17;1;0;1;321;674;83104;29019;730;28223;66;t00;2021-09-25
dolnoœl¹skie;29;0.10;0;0;0;10;46;6081;1394;32;1361;1;t02;2021-09-25
kujawsko-pomorskie;19;0.09;0;0;0;18;28;2259;1170;23;1133;14;t04;2021-09-25
lubelskie;122;0.58;0;0;0;23;94;6698;1577;132;1443;2;t06;2021-09-25
lubuskie;14;0.14;0;0;0;0;10;2266;542;17;524;1;t08;2021-09-25
³ódzkie;26;0.11;0;0;0;6;48;7038;1955;32;1919;4;t10;2021-09-25
ma³opolskie;40;0.12;0;0;0;40;48;4491;2830;44;2777;9;t12;2021-09-25
mazowieckie;131;0.24;0;0;0;106;89;25917;4231;146;4075;10;t14;2021-09-25
opolskie;7;0.07;1;0;1;6;14;1936;748;7;739;2;t16;2021-09-25
podkarpackie;52;0.24;0;0;0;45;57;2367;2065;59;2004;2;t18;2021-09-25
podlaskie;37;0.31;0;0;0;5;50;2362;809;44;764;1;t20;2021-09-25
pomorskie;21;0.09;0;0;0;13;36;4105;1603;28;1572;3;t22;2021-09-25
œl¹skie;42;0.09;0;0;0;8;38;5065;2901;50;2844;7;t24;2021-09-25
œwiêtokrzyskie;7;0.06;0;0;0;1;6;1292;791;7;783;1;t26;2021-09-25
warmiñsko-mazurskie;16;0.11;0;0;0;3;20;1628;771;16;755;0;t28;2021-09-25
wielkopolskie;31;0.09;0;0;0;28;29;6023;1954;37;1912;5;t30;2021-09-25
zachodniopomorskie;43;0.25;0;0;0;9;58;3550;1189;49;1139;1;t32;2021-09-25
