wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;116;46;162;0.03;0.01;0.04;0;0;0;166;0;0;747;164;582;1;t00;2024-07-17
dolnoœl¹skie;4;0;4;0.01;0;0.01;0;0;0;7;0;0;22;5;17;0;t02;2024-07-17
kujawsko-pomorskie;9;2;11;0.04;0.01;0.05;0;0;0;7;0;0;21;11;10;0;t04;2024-07-17
lubelskie;7;6;13;0.03;0.03;0.06;0;0;0;9;0;0;26;13;13;0;t06;2024-07-17
lubuskie;6;1;7;0.06;0.01;0.07;0;0;0;5;0;0;13;7;6;0;t08;2024-07-17
³ódzkie;6;3;9;0.02;0.01;0.04;0;0;0;13;0;0;19;9;10;0;t10;2024-07-17
ma³opolskie;5;2;7;0.01;0.01;0.02;0;0;0;10;0;0;29;7;21;1;t12;2024-07-17
mazowieckie;20;6;26;0.04;0.01;0.05;0;0;0;24;0;0;351;26;325;0;t14;2024-07-17
opolskie;4;2;6;0.04;0.02;0.06;0;0;0;5;0;0;32;6;26;0;t16;2024-07-17
podkarpackie;3;1;4;0.01;0.00;0.02;0;0;0;5;0;0;13;4;9;0;t18;2024-07-17
podlaskie;6;4;10;0.05;0.03;0.08;0;0;0;11;0;0;20;10;10;0;t20;2024-07-17
pomorskie;7;4;11;0.03;0.02;0.05;0;0;0;15;0;0;42;11;31;0;t22;2024-07-17
œl¹skie;12;6;18;0.03;0.01;0.04;0;0;0;18;0;0;51;19;32;0;t24;2024-07-17
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;1;0;0;4;3;1;0;t26;2024-07-17
warmiñsko-mazurskie;6;2;8;0.04;0.01;0.06;0;0;0;5;0;0;18;8;10;0;t28;2024-07-17
wielkopolskie;9;1;10;0.03;0.00;0.03;0;0;0;8;0;0;32;10;22;0;t30;2024-07-17
zachodniopomorskie;8;5;13;0.05;0.03;0.08;0;0;0;23;0;0;33;13;20;0;t32;2024-07-17
