wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12;1;13;0.00;0.00;0.00;0;0;0;0;0;0;684;14;669;1;t00;2024-02-25
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t02;2024-02-25
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t04;2024-02-25
lubelskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;35;3;32;0;t06;2024-02-25
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t08;2024-02-25
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t10;2024-02-25
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;16;1;14;1;t12;2024-02-25
mazowieckie;2;0;2;0.00;0;0.00;0;0;0;0;0;0;321;2;319;0;t14;2024-02-25
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2024-02-25
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;11;1;10;0;t18;2024-02-25
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;24;0;24;0;t20;2024-02-25
pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;t22;2024-02-25
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;57;0;57;0;t24;2024-02-25
œwiêtokrzyskie;3;1;4;0.02;0.01;0.03;0;0;0;0;0;0;9;4;5;0;t26;2024-02-25
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;9;1;8;0;t28;2024-02-25
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;39;0;39;0;t30;2024-02-25
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;t32;2024-02-25
