wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;56051;14.61;318;94;224;54648;31423;617908;179820;65906;109754;4160;t00;2022-02-01
dolnoœl¹skie;4173;14.40;11;9;2;3838;2614;48121;12267;4844;7083;340;t02;2022-02-01
kujawsko-pomorskie;3066;14.82;21;5;16;3273;820;20724;9656;3655;5850;151;t04;2022-02-01
lubelskie;3691;17.55;14;5;9;3585;1281;38014;11374;4282;6909;183;t06;2022-02-01
lubuskie;906;8.97;2;2;0;1380;506;11209;3405;1068;2263;74;t08;2022-02-01
³ódzkie;3663;14.96;20;7;13;3796;1627;48415;12405;4406;7644;355;t10;2022-02-01
ma³opolskie;4276;12.53;46;13;33;3493;3531;39985;13070;5084;7619;367;t12;2022-02-01
mazowieckie;7608;14.02;15;4;11;6671;5692;98380;26891;8876;17295;720;t14;2022-02-01
opolskie;1416;14.44;5;1;4;1489;572;17851;4170;1722;2384;64;t16;2022-02-01
podkarpackie;2442;11.49;17;1;16;2287;1580;35210;8566;2874;5605;87;t18;2022-02-01
podlaskie;1444;12.27;5;1;4;1584;499;12627;4611;1683;2863;65;t20;2022-02-01
pomorskie;3826;16.30;31;5;26;3892;2382;53816;12641;4485;7598;558;t22;2022-02-01
œl¹skie;7925;17.58;73;23;50;7435;5880;94613;22695;9241;12927;527;t24;2022-02-01
œwiêtokrzyskie;1214;9.87;18;5;13;1293;532;10552;4179;1403;2685;91;t26;2022-02-01
warmiñsko-mazurskie;1937;13.64;12;4;8;2188;766;15867;6849;2362;4385;102;t28;2022-02-01
wielkopolskie;5632;16.09;22;8;14;5634;1805;43471;15887;6570;9067;250;t30;2022-02-01
zachodniopomorskie;2573;15.20;6;1;5;2728;1277;28870;8942;3067;5674;201;t32;2022-02-01
