wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28;12;40;0.01;0.00;0.01;0;0;0;57;0;0;542;43;499;0;t00;2023-08-25
dolnoœl¹skie;1;2;3;0.00;0.01;0.01;0;0;0;1;0;0;5;3;2;0;t02;2023-08-25
kujawsko-pomorskie;0;2;2;0;0.01;0.01;0;0;0;5;0;0;10;2;8;0;t04;2023-08-25
lubelskie;5;0;5;0.02;0;0.02;0;0;0;5;0;0;27;5;22;0;t06;2023-08-25
lubuskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;7;1;6;0;t08;2023-08-25
³ódzkie;4;0;4;0.02;0;0.02;0;0;0;2;0;0;8;4;4;0;t10;2023-08-25
ma³opolskie;2;0;2;0.01;0;0.01;0;0;0;6;0;0;12;2;10;0;t12;2023-08-25
mazowieckie;4;1;5;0.01;0.00;0.01;0;0;0;3;0;0;310;5;305;0;t14;2023-08-25
opolskie;0;0;0;0;0;0;0;0;0;1;0;0;20;0;20;0;t16;2023-08-25
podkarpackie;1;1;2;0.00;0.00;0.01;0;0;0;3;0;0;7;2;5;0;t18;2023-08-25
podlaskie;1;0;1;0.01;0;0.01;0;0;0;4;0;0;5;1;4;0;t20;2023-08-25
pomorskie;1;0;1;0.00;0;0.00;0;0;0;1;0;0;15;1;14;0;t22;2023-08-25
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;7;0;0;23;4;19;0;t24;2023-08-25
œwiêtokrzyskie;1;1;2;0.01;0.01;0.02;0;0;0;3;0;0;4;2;2;0;t26;2023-08-25
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;3;0;0;4;1;3;0;t28;2023-08-25
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;5;0;0;8;2;6;0;t30;2023-08-25
zachodniopomorskie;2;1;3;0.01;0.01;0.02;0;0;0;6;0;0;15;4;11;0;t32;2023-08-25
