wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2896;0.76;298;100;198;7639;6764;115750;57062;3258;53421;383;t00;2021-05-14
dolnoœl¹skie;288;0.99;21;11;10;627;634;10174;4530;325;4171;34;t02;2021-05-14
kujawsko-pomorskie;144;0.70;14;0;14;392;314;4839;2496;149;2337;10;t04;2021-05-14
lubelskie;161;0.77;14;1;13;473;398;6555;2689;177;2497;15;t06;2021-05-14
lubuskie;85;0.84;10;5;5;178;130;2723;1550;94;1443;13;t08;2021-05-14
³ódzkie;242;0.99;20;8;12;651;529;8944;3788;274;3479;35;t10;2021-05-14
ma³opolskie;238;0.70;19;12;7;550;510;8367;4605;255;4319;31;t12;2021-05-14
mazowieckie;381;0.70;25;8;17;1049;813;22434;8766;438;8261;67;t14;2021-05-14
opolskie;117;1.19;8;2;6;151;188;3723;1445;138;1298;9;t16;2021-05-14
podkarpackie;38;0.18;16;3;13;289;145;3055;2404;47;2354;3;t18;2021-05-14
podlaskie;70;0.59;2;0;2;198;117;2189;1346;77;1265;4;t20;2021-05-14
pomorskie;191;0.81;10;1;9;431;375;6919;3705;206;3469;30;t22;2021-05-14
œl¹skie;321;0.71;70;23;47;903;1084;12696;5698;369;5288;41;t24;2021-05-14
œwiêtokrzyskie;98;0.80;13;2;11;160;165;2516;1491;105;1371;15;t26;2021-05-14
warmiñsko-mazurskie;73;0.51;3;2;1;243;174;2666;1586;90;1491;5;t28;2021-05-14
wielkopolskie;296;0.85;33;20;13;817;839;12485;4278;324;3927;27;t30;2021-05-14
zachodniopomorskie;127;0.75;20;2;18;516;324;5405;2616;162;2422;32;t32;2021-05-14
