wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1344;0.35;23;4;19;5499;994;89515;42312;1525;40680;107;t00;2021-10-01
dolnoœl¹skie;68;0.23;0;0;0;304;60;6094;2670;78;2587;5;t02;2021-10-01
kujawsko-pomorskie;63;0.30;2;0;2;280;76;2466;1956;70;1876;10;t04;2021-10-01
lubelskie;254;1.21;5;0;5;730;135;9412;2846;279;2554;13;t06;2021-10-01
lubuskie;15;0.15;0;0;0;124;14;2221;909;17;890;2;t08;2021-10-01
³ódzkie;59;0.24;2;0;2;371;48;6267;2780;65;2710;5;t10;2021-10-01
ma³opolskie;71;0.21;2;1;1;429;97;4961;3155;81;3071;3;t12;2021-10-01
mazowieckie;242;0.45;1;1;0;873;161;24681;6956;272;6666;18;t14;2021-10-01
opolskie;15;0.15;5;1;4;90;21;1807;818;16;801;1;t16;2021-10-01
podkarpackie;57;0.27;3;0;3;247;57;3228;2353;68;2284;1;t18;2021-10-01
podlaskie;91;0.77;0;0;0;276;48;4242;1269;101;1164;4;t20;2021-10-01
pomorskie;80;0.34;0;0;0;336;43;5009;2374;86;2278;10;t22;2021-10-01
œl¹skie;79;0.18;1;0;1;494;58;5304;4124;94;4022;8;t24;2021-10-01
œwiêtokrzyskie;22;0.18;0;0;0;80;16;1242;1171;23;1144;4;t26;2021-10-01
warmiñsko-mazurskie;61;0.43;1;1;0;191;40;2038;1577;82;1491;4;t28;2021-10-01
wielkopolskie;65;0.19;1;0;1;392;49;6492;2646;76;2559;11;t30;2021-10-01
zachodniopomorskie;82;0.48;0;0;0;277;66;4025;1893;94;1792;7;t32;2021-10-01
