wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10;1;11;0.00;0.00;0.00;0;0;0;0;0;0;592;12;579;1;t00;2024-03-10
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t02;2024-03-10
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t04;2024-03-10
lubelskie;5;0;5;0.02;0;0.02;0;0;0;0;0;0;58;6;52;0;t06;2024-03-10
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;t08;2024-03-10
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t10;2024-03-10
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;9;1;8;0;t12;2024-03-10
mazowieckie;0;0;0;0;0;0;0;0;0;0;0;0;319;0;319;0;t14;2024-03-10
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2024-03-10
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t18;2024-03-10
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t20;2024-03-10
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;0;0;0;80;3;77;0;t22;2024-03-10
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;t24;2024-03-10
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;4;1;3;0;t26;2024-03-10
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t28;2024-03-10
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;11;1;10;0;t30;2024-03-10
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t32;2024-03-10
