wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4255;1.11;343;87;256;8974;2761;112961;66234;4779;60906;549;t00;2021-05-11
dolnoœl¹skie;364;1.26;33;11;22;714;309;10041;4655;431;4189;35;t02;2021-05-11
kujawsko-pomorskie;238;1.15;15;2;13;508;145;4998;3342;263;3053;26;t04;2021-05-11
lubelskie;240;1.14;18;3;15;483;101;6056;3078;259;2787;32;t06;2021-05-11
lubuskie;51;0.50;9;6;3;182;56;2802;1634;55;1564;15;t08;2021-05-11
³ódzkie;328;1.34;27;4;23;759;281;8539;4697;375;4293;29;t10;2021-05-11
ma³opolskie;308;0.90;21;13;8;653;239;8697;4498;338;4112;48;t12;2021-05-11
mazowieckie;503;0.93;49;12;37;1253;321;20542;10289;593;9613;83;t14;2021-05-11
opolskie;125;1.27;8;0;8;247;88;3449;1619;142;1467;10;t16;2021-05-11
podkarpackie;105;0.49;16;3;13;259;70;3291;3051;120;2913;18;t18;2021-05-11
podlaskie;111;0.94;9;1;8;179;34;2187;1415;123;1286;6;t20;2021-05-11
pomorskie;271;1.15;15;0;15;534;170;6600;4285;288;3949;48;t22;2021-05-11
œl¹skie;634;1.41;60;16;44;1132;409;13012;7302;701;6528;73;t24;2021-05-11
œwiêtokrzyskie;87;0.71;7;0;7;231;68;2641;1688;96;1564;28;t26;2021-05-11
warmiñsko-mazurskie;125;0.88;10;0;10;339;48;2706;2169;143;2006;20;t28;2021-05-11
wielkopolskie;523;1.49;30;15;15;949;275;12059;5606;566;5020;20;t30;2021-05-11
zachodniopomorskie;204;1.20;16;1;15;546;135;5325;2923;248;2635;40;t32;2021-05-11
