wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10329;1308;11637;2.69;0.34;3.03;121;31;90;13153;12749;72541;73125;12742;59432;951;t00;2022-03-10
dolnoœl¹skie;721;99;820;2.49;0.34;2.83;3;0;3;933;961;5535;4860;891;3929;40;t02;2022-03-10
kujawsko-pomorskie;915;123;1038;4.42;0.59;5.02;8;0;8;1155;1209;5756;4497;1107;3345;45;t04;2022-03-10
lubelskie;660;108;768;3.14;0.51;3.65;10;5;5;866;727;3621;4124;818;3276;30;t06;2022-03-10
lubuskie;455;53;508;4.50;0.52;5.03;15;5;10;487;695;3048;2482;552;1899;31;t08;2022-03-10
³ódzkie;554;65;619;2.26;0.27;2.53;11;4;7;728;639;3225;4314;696;3577;41;t10;2022-03-10
ma³opolskie;603;44;647;1.77;0.13;1.90;16;3;13;753;624;4575;6383;862;5426;95;t12;2022-03-10
mazowieckie;1612;186;1798;2.97;0.34;3.31;16;4;12;1849;2077;14154;11914;1989;9720;205;t14;2022-03-10
opolskie;152;41;193;1.55;0.42;1.97;2;1;1;288;259;1547;1463;207;1242;14;t16;2022-03-10
podkarpackie;128;14;142;0.60;0.07;0.67;9;0;9;233;133;1325;2759;168;2588;3;t18;2022-03-10
podlaskie;208;19;227;1.77;0.16;1.93;4;1;3;377;294;1960;1672;249;1410;13;t20;2022-03-10
pomorskie;653;89;742;2.78;0.38;3.16;1;0;1;850;683;4223;4250;789;3382;79;t22;2022-03-10
œl¹skie;678;103;781;1.50;0.23;1.73;3;0;3;934;728;4504;6470;840;5559;71;t24;2022-03-10
œwiêtokrzyskie;311;19;330;2.53;0.15;2.68;3;0;3;436;409;1881;1896;373;1498;25;t26;2022-03-10
warmiñsko-mazurskie;427;57;484;3.01;0.40;3.41;7;4;3;613;605;2857;2636;517;2100;19;t28;2022-03-10
wielkopolskie;1411;196;1607;4.03;0.56;4.59;7;3;4;1601;1669;8799;6846;1681;5063;102;t30;2022-03-10
zachodniopomorskie;735;92;827;4.34;0.54;4.88;6;1;5;1028;988;4950;4132;884;3128;120;t32;2022-03-10
