wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;975;0.25;29;2;27;8508;623;84820;46861;1124;45613;124;t00;2021-09-27
dolnoœl¹skie;42;0.14;0;0;0;577;51;6088;2932;53;2874;5;t02;2021-09-27
kujawsko-pomorskie;23;0.11;3;0;3;480;31;2594;1972;34;1931;7;t04;2021-09-27
lubelskie;198;0.94;5;0;5;969;114;7272;3166;221;2936;9;t06;2021-09-27
lubuskie;7;0.07;0;0;0;195;24;2161;1116;10;1104;2;t08;2021-09-27
³ódzkie;65;0.27;0;0;0;491;34;6920;3711;72;3623;16;t10;2021-09-27
ma³opolskie;75;0.22;2;1;1;613;41;4664;3443;81;3351;11;t12;2021-09-27
mazowieckie;150;0.28;4;1;3;1234;82;24964;6589;169;6401;19;t14;2021-09-27
opolskie;8;0.08;1;0;1;195;13;1762;1060;13;1046;1;t16;2021-09-27
podkarpackie;63;0.30;1;0;1;366;50;2486;2752;73;2675;4;t18;2021-09-27
podlaskie;52;0.44;2;0;2;369;29;2654;1374;60;1306;8;t20;2021-09-27
pomorskie;67;0.29;3;0;3;569;16;4519;2905;69;2829;7;t22;2021-09-27
œl¹skie;47;0.10;6;0;6;839;40;5437;4983;58;4913;12;t24;2021-09-27
œwiêtokrzyskie;9;0.07;0;0;0;133;17;1331;1323;11;1309;3;t26;2021-09-27
warmiñsko-mazurskie;38;0.27;1;0;1;321;15;1710;1671;42;1625;4;t28;2021-09-27
wielkopolskie;47;0.13;1;0;1;680;32;6477;2641;51;2584;6;t30;2021-09-27
zachodniopomorskie;69;0.41;0;0;0;462;29;3756;2257;86;2164;7;t32;2021-09-27
