wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;18187;2269;20456;4.74;0.59;5.33;360;92;268;20465;39872;188075;99674;22386;75673;1615;t00;2022-02-22
dolnoœl¹skie;1209;114;1323;4.17;0.39;4.56;20;11;9;1355;3064;13643;6305;1462;4753;90;t02;2022-02-22
kujawsko-pomorskie;1867;294;2161;9.02;1.42;10.44;12;0;12;2072;4273;16615;7744;2351;5213;180;t04;2022-02-22
lubelskie;947;122;1069;4.50;0.58;5.08;19;2;17;1157;1926;8921;5351;1175;4132;44;t06;2022-02-22
lubuskie;698;91;789;6.91;0.90;7.81;5;2;3;881;1525;8193;3173;865;2242;66;t08;2022-02-22
³ódzkie;986;123;1109;4.03;0.50;4.53;29;13;16;1062;2348;10436;5929;1271;4531;127;t10;2022-02-22
ma³opolskie;928;91;1019;2.72;0.27;2.98;18;8;10;1144;2111;11393;5987;1118;4791;78;t12;2022-02-22
mazowieckie;3026;368;3394;5.57;0.68;6.25;51;11;40;2699;5636;31311;16445;3715;12468;262;t14;2022-02-22
opolskie;298;29;327;3.04;0.30;3.33;21;0;21;418;976;4483;1976;376;1579;21;t16;2022-02-22
podkarpackie;291;29;320;1.37;0.14;1.51;12;1;11;420;731;4434;3717;368;3338;11;t18;2022-02-22
podlaskie;393;55;448;3.34;0.47;3.81;20;0;20;671;920;4942;2781;513;2243;25;t20;2022-02-22
pomorskie;908;138;1046;3.87;0.59;4.46;14;0;14;1237;2603;10788;5850;1138;4521;191;t22;2022-02-22
œl¹skie;1276;131;1407;2.83;0.29;3.12;72;36;36;1520;2927;14243;8993;1545;7309;139;t24;2022-02-22
œwiêtokrzyskie;576;58;634;4.68;0.47;5.15;16;1;15;695;1276;6059;3129;695;2387;47;t26;2022-02-22
warmiñsko-mazurskie;832;118;950;5.86;0.83;6.69;9;2;7;1008;1737;7164;4367;1019;3298;50;t28;2022-02-22
wielkopolskie;2613;326;2939;7.46;0.93;8.40;17;4;13;2597;5497;24678;10447;3105;7186;156;t30;2022-02-22
zachodniopomorskie;1239;182;1421;7.32;1.07;8.39;25;1;24;1490;2194;10318;5740;1556;4071;113;t32;2022-02-22
