wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;16351;1931;18282;4.26;0.50;4.77;341;90;251;17799;38112;170079;92480;19836;71270;1374;t00;2022-02-23
dolnoœl¹skie;1342;139;1481;4.63;0.48;5.11;26;7;19;1165;2679;12116;6622;1622;4919;81;t02;2022-02-23
kujawsko-pomorskie;1580;259;1839;7.64;1.25;8.89;20;3;17;1667;4129;15075;6677;1987;4557;133;t04;2022-02-23
lubelskie;778;95;873;3.70;0.45;4.15;18;4;14;1029;1813;7973;5377;962;4384;31;t06;2022-02-23
lubuskie;720;96;816;7.13;0.95;8.08;17;5;12;711;1440;7656;3157;880;2208;69;t08;2022-02-23
³ódzkie;974;124;1098;3.98;0.51;4.48;24;14;10;941;2032;9445;5989;1210;4690;89;t10;2022-02-23
ma³opolskie;765;74;839;2.24;0.22;2.46;49;8;41;983;1996;9973;5707;890;4730;87;t12;2022-02-23
mazowieckie;2338;240;2578;4.31;0.44;4.75;52;22;30;2432;5833;28091;14098;2830;11041;227;t14;2022-02-23
opolskie;323;26;349;3.29;0.27;3.56;8;0;8;385;732;3974;1744;389;1335;20;t16;2022-02-23
podkarpackie;181;11;192;0.85;0.05;0.90;22;1;21;375;750;3931;3202;225;2971;6;t18;2022-02-23
podlaskie;391;55;446;3.32;0.47;3.79;6;0;6;618;1064;4428;2597;492;2070;35;t20;2022-02-23
pomorskie;965;112;1077;4.11;0.48;4.59;27;10;17;1068;2172;9787;5528;1153;4196;179;t22;2022-02-23
œl¹skie;1191;140;1331;2.64;0.31;2.95;18;6;12;1434;2680;12754;8295;1461;6711;123;t24;2022-02-23
œwiêtokrzyskie;487;28;515;3.96;0.23;4.19;5;0;5;664;1289;5478;2604;565;1998;41;t26;2022-02-23
warmiñsko-mazurskie;730;104;834;5.14;0.73;5.87;9;3;6;945;1946;6541;3927;893;3015;19;t28;2022-02-23
wielkopolskie;2474;302;2776;7.07;0.86;7.93;23;5;18;2145;5091;22733;10324;2931;7273;120;t30;2022-02-23
zachodniopomorskie;1024;124;1148;6.05;0.73;6.78;17;2;15;1204;2354;9672;4975;1242;3633;100;t32;2022-02-23
