wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;533;0.14;11;3;8;3576;185;60540;39903;601;39234;68;t00;2021-09-07
dolnoœl¹skie;50;0.17;1;1;0;288;23;5270;2661;63;2591;7;t02;2021-09-07
kujawsko-pomorskie;21;0.10;1;0;1;176;5;1897;1695;25;1667;3;t04;2021-09-07
lubelskie;61;0.29;0;0;0;214;4;3122;2126;69;2052;5;t06;2021-09-07
lubuskie;12;0.12;1;0;1;91;3;1589;982;13;964;5;t08;2021-09-07
³ódzkie;39;0.16;3;1;2;215;8;4409;2834;39;2791;4;t10;2021-09-07
ma³opolskie;47;0.14;0;0;0;289;17;3836;2919;51;2861;7;t12;2021-09-07
mazowieckie;63;0.12;0;0;0;607;35;17972;5726;69;5648;9;t14;2021-09-07
opolskie;16;0.16;0;0;0;83;1;1408;910;17;893;0;t16;2021-09-07
podkarpackie;35;0.16;0;0;0;161;11;1714;2321;41;2279;1;t18;2021-09-07
podlaskie;30;0.25;0;0;0;131;12;1501;1106;35;1068;3;t20;2021-09-07
pomorskie;22;0.09;1;1;0;233;13;3558;2258;28;2229;1;t22;2021-09-07
œl¹skie;39;0.09;1;0;1;429;14;4950;4459;43;4409;7;t24;2021-09-07
œwiêtokrzyskie;5;0.04;2;0;2;76;8;843;1274;6;1264;4;t26;2021-09-07
warmiñsko-mazurskie;20;0.14;0;0;0;115;0;1102;1345;23;1321;1;t28;2021-09-07
wielkopolskie;26;0.07;0;0;0;315;8;5107;2602;29;2568;5;t30;2021-09-07
zachodniopomorskie;39;0.23;1;0;1;148;22;2231;1628;42;1583;3;t32;2021-09-07
