wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6144;1.60;336;65;271;10407;6827;177684;45020;6901;37457;662;t00;2021-01-28
dolnoœl¹skie;386;1.33;13;4;9;627;364;11867;3625;447;3123;55;t02;2021-01-28
kujawsko-pomorskie;500;2.42;15;1;14;887;555;12519;3043;594;2403;46;t04;2021-01-28
lubelskie;264;1.26;17;4;13;514;350;7685;2624;297;2288;39;t06;2021-01-28
lubuskie;171;1.69;12;6;6;322;208;4798;1136;185;943;8;t08;2021-01-28
³ódzkie;309;1.26;33;6;27;619;376;11254;2517;342;2136;39;t10;2021-01-28
ma³opolskie;250;0.73;11;3;8;492;275;8568;2613;273;2311;29;t12;2021-01-28
mazowieckie;972;1.79;74;14;60;1700;859;36021;7269;1131;5987;151;t14;2021-01-28
opolskie;145;1.48;5;1;4;187;153;3941;1049;158;881;10;t16;2021-01-28
podkarpackie;222;1.04;14;4;10;285;166;5533;1789;265;1499;25;t18;2021-01-28
podlaskie;254;2.16;21;1;20;369;298;5478;1247;272;964;11;t20;2021-01-28
pomorskie;556;2.37;15;2;13;957;676;15483;3000;603;2323;74;t22;2021-01-28
œl¹skie;427;0.95;23;1;22;944;604;13345;4120;489;3591;40;t24;2021-01-28
œwiêtokrzyskie;93;0.76;9;0;9;151;132;2693;1267;119;1117;31;t26;2021-01-28
warmiñsko-mazurskie;442;3.11;12;2;10;646;518;9406;1869;465;1382;22;t28;2021-01-28
wielkopolskie;656;1.87;37;16;21;1070;699;18361;3983;713;3240;30;t30;2021-01-28
zachodniopomorskie;411;2.43;25;0;25;635;537;10714;2125;432;1652;41;t32;2021-01-28
