wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;34151;8.90;520;107;413;48815;15623;434991;102579;37112;63115;2352;t00;2021-03-24
dolnoœl¹skie;2680;9.25;35;9;26;3746;987;32770;7300;2933;4238;129;t02;2021-03-24
kujawsko-pomorskie;2254;10.89;31;4;27;2836;1101;22526;6428;2448;3825;155;t04;2021-03-24
lubelskie;970;4.61;40;5;35;1828;657;15694;4110;1043;3006;61;t06;2021-03-24
lubuskie;936;9.27;16;14;2;1249;415;11685;3012;995;1982;35;t08;2021-03-24
³ódzkie;2109;8.61;33;5;28;3236;1097;25164;6857;2215;4591;51;t10;2021-03-24
ma³opolskie;2919;8.55;27;15;12;3948;1032;35955;7695;3069;4337;289;t12;2021-03-24
mazowieckie;5104;9.40;59;5;54;7232;2990;75092;17371;6017;10784;570;t14;2021-03-24
opolskie;642;6.55;14;0;14;962;267;8635;2171;671;1474;26;t16;2021-03-24
podkarpackie;1498;7.05;30;3;27;2108;811;23965;5046;1902;3080;64;t18;2021-03-24
podlaskie;577;4.90;17;1;16;945;305;8534;1922;611;1286;25;t20;2021-03-24
pomorskie;1994;8.50;35;9;26;2905;1102;30507;5707;2050;3479;178;t22;2021-03-24
œl¹skie;5430;12.05;75;14;61;7329;1726;57956;12946;5664;6985;297;t24;2021-03-24
œwiêtokrzyskie;1024;8.32;26;5;21;1232;460;10795;3280;1233;1880;167;t26;2021-03-24
warmiñsko-mazurskie;1082;7.62;16;3;13;1796;965;16656;3200;1124;2033;43;t28;2021-03-24
wielkopolskie;3334;9.52;43;15;28;5462;1120;43803;8502;3427;4924;151;t30;2021-03-24
zachodniopomorskie;1163;6.87;23;0;23;1959;433;15113;3734;1241;2419;74;t32;2021-03-24
