wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;86;0.02;7;3;4;1953;113;98715;45531;179;45245;107;t00;2021-07-09
dolnoœl¹skie;5;0.02;2;1;1;164;10;8610;3202;53;3138;11;t02;2021-07-09
kujawsko-pomorskie;4;0.02;0;0;0;57;11;2861;1772;4;1767;1;t04;2021-07-09
lubelskie;5;0.02;0;0;0;104;4;6837;1950;5;1943;2;t06;2021-07-09
lubuskie;3;0.03;0;0;0;40;3;2428;987;3;981;3;t08;2021-07-09
³ódzkie;5;0.02;1;0;1;337;7;7645;3148;6;3125;17;t10;2021-07-09
ma³opolskie;6;0.02;0;0;0;108;8;6563;3910;12;3884;14;t12;2021-07-09
mazowieckie;13;0.02;2;1;1;326;13;26780;6008;20;5971;17;t14;2021-07-09
opolskie;3;0.03;0;0;0;17;4;2326;952;5;942;5;t16;2021-07-09
podkarpackie;4;0.02;1;0;1;93;6;3157;2383;9;2374;0;t18;2021-07-09
podlaskie;3;0.03;0;0;0;31;1;1947;1015;5;1006;4;t20;2021-07-09
pomorskie;2;0.01;1;1;0;152;5;5727;2413;6;2400;7;t22;2021-07-09
œl¹skie;8;0.02;0;0;0;177;17;8437;5387;11;5365;11;t24;2021-07-09
œwiêtokrzyskie;0;0;0;0;0;28;4;1771;1336;2;1331;3;t26;2021-07-09
warmiñsko-mazurskie;4;0.03;0;0;0;49;3;1760;1529;5;1524;0;t28;2021-07-09
wielkopolskie;13;0.04;0;0;0;143;12;8476;3094;24;3062;8;t30;2021-07-09
zachodniopomorskie;3;0.02;0;0;0;126;5;3347;1771;4;1763;4;t32;2021-07-09
