wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5029;1.31;38;10;28;347;19554;251467;42126;5751;36008;367;t00;2021-12-26
dolnoœl¹skie;338;1.17;0;0;0;11;1789;19676;2271;373;1869;29;t02;2021-12-26
kujawsko-pomorskie;189;0.91;1;0;1;59;1163;12771;1754;222;1515;17;t04;2021-12-26
lubelskie;108;0.51;1;0;1;16;528;7734;1734;129;1595;10;t06;2021-12-26
lubuskie;121;1.20;1;1;0;4;563;8207;959;143;808;8;t08;2021-12-26
³ódzkie;294;1.20;1;1;0;34;1134;15909;2624;380;2228;16;t10;2021-12-26
ma³opolskie;585;1.71;29;4;25;15;1671;21208;4306;650;3622;34;t12;2021-12-26
mazowieckie;776;1.43;4;3;1;58;2911;36915;7339;916;6365;58;t14;2021-12-26
opolskie;203;2.07;0;0;0;7;685;8886;979;228;746;5;t16;2021-12-26
podkarpackie;166;0.78;0;0;0;17;646;10265;1918;184;1730;4;t18;2021-12-26
podlaskie;63;0.54;0;0;0;5;254;3893;771;72;697;2;t20;2021-12-26
pomorskie;490;2.09;0;0;0;17;1203;18478;2977;539;2384;54;t22;2021-12-26
œl¹skie;671;1.49;0;0;0;41;2586;28483;4948;772;4108;68;t24;2021-12-26
œwiêtokrzyskie;112;0.91;1;1;0;8;457;5741;1055;129;915;11;t26;2021-12-26
warmiñsko-mazurskie;135;0.95;0;0;0;3;757;8757;972;149;818;5;t28;2021-12-26
wielkopolskie;492;1.41;0;0;0;33;2065;31134;3325;544;2757;24;t30;2021-12-26
zachodniopomorskie;215;1.27;0;0;0;19;1075;13380;1642;242;1385;15;t32;2021-12-26
