wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1527;0.40;5;1;4;221;1259;100756;25846;1647;24105;94;t00;2021-10-09
dolnoœl¹skie;55;0.19;0;0;0;5;62;5824;1327;63;1255;9;t02;2021-10-09
kujawsko-pomorskie;35;0.17;1;0;1;10;37;3052;987;37;947;3;t04;2021-10-09
lubelskie;322;1.53;0;0;0;22;267;12780;1879;339;1531;9;t06;2021-10-09
lubuskie;34;0.34;0;0;0;3;13;2480;611;37;570;4;t08;2021-10-09
³ódzkie;63;0.26;0;0;0;7;65;6434;1778;71;1702;5;t10;2021-10-09
ma³opolskie;96;0.28;1;1;0;39;94;4853;2260;102;2153;5;t12;2021-10-09
mazowieckie;317;0.58;2;0;2;73;206;25267;3946;329;3603;14;t14;2021-10-09
opolskie;25;0.25;0;0;0;2;16;1842;526;27;497;2;t16;2021-10-09
podkarpackie;77;0.36;0;0;0;15;60;3319;1719;90;1624;5;t18;2021-10-09
podlaskie;132;1.12;0;0;0;6;89;7903;899;148;748;3;t20;2021-10-09
pomorskie;65;0.28;0;0;0;5;66;5960;1583;68;1509;6;t22;2021-10-09
œl¹skie;83;0.18;0;0;0;6;63;5287;2591;87;2498;6;t24;2021-10-09
œwiêtokrzyskie;17;0.14;0;0;0;3;14;1233;730;19;709;2;t26;2021-10-09
warmiñsko-mazurskie;34;0.24;0;0;0;5;40;2762;603;36;566;1;t28;2021-10-09
wielkopolskie;68;0.19;0;0;0;11;61;6376;1614;80;1523;11;t30;2021-10-09
zachodniopomorskie;75;0.44;1;0;1;9;99;5372;1087;83;999;5;t32;2021-10-09
