wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;349;0.09;5;1;4;2337;263;51790;36549;410;36085;54;t00;2021-09-02
dolnoœl¹skie;16;0.06;0;0;0;146;17;4834;2324;22;2300;2;t02;2021-09-02
kujawsko-pomorskie;15;0.07;0;0;0;122;4;1558;1510;17;1490;3;t04;2021-09-02
lubelskie;29;0.14;2;0;2;148;8;2603;2016;38;1976;2;t06;2021-09-02
lubuskie;5;0.05;0;0;0;56;1;1204;855;6;846;3;t08;2021-09-02
³ódzkie;26;0.11;0;0;0;167;14;3643;2627;36;2582;9;t10;2021-09-02
ma³opolskie;41;0.12;0;0;0;181;30;3340;3381;51;3326;4;t12;2021-09-02
mazowieckie;48;0.09;0;0;0;425;37;15500;4640;54;4578;8;t14;2021-09-02
opolskie;10;0.10;0;0;0;39;6;1342;774;10;764;0;t16;2021-09-02
podkarpackie;26;0.12;0;0;0;112;28;1437;2198;31;2166;1;t18;2021-09-02
podlaskie;20;0.17;0;0;0;79;14;1208;1079;21;1056;2;t20;2021-09-02
pomorskie;16;0.07;0;0;0;160;25;3006;2150;16;2130;4;t22;2021-09-02
œl¹skie;34;0.08;0;0;0;280;20;4327;4524;34;4483;7;t24;2021-09-02
œwiêtokrzyskie;4;0.03;0;0;0;53;10;741;1192;6;1185;1;t26;2021-09-02
warmiñsko-mazurskie;7;0.05;1;1;0;69;12;923;1217;8;1207;2;t28;2021-09-02
wielkopolskie;24;0.07;0;0;0;203;18;4259;2626;27;2597;2;t30;2021-09-02
zachodniopomorskie;23;0.14;2;0;2;95;14;1839;1505;27;1476;2;t32;2021-09-02
