wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;664;0.17;128;31;97;4529;678;66209;57059;864;55952;243;t00;2021-06-01
dolnoœl¹skie;65;0.22;6;4;2;336;64;5187;3780;82;3682;16;t02;2021-06-01
kujawsko-pomorskie;27;0.13;1;0;1;238;30;2073;2983;33;2934;16;t04;2021-06-01
lubelskie;49;0.23;8;3;5;240;30;2853;2499;53;2435;11;t06;2021-06-01
lubuskie;3;0.03;6;2;4;95;14;1665;1465;6;1456;3;t08;2021-06-01
³ódzkie;61;0.25;14;3;11;445;50;5130;4028;111;3895;22;t10;2021-06-01
ma³opolskie;49;0.14;7;5;2;304;52;4070;4104;72;4014;18;t12;2021-06-01
mazowieckie;87;0.16;8;1;7;572;105;18647;8829;110;8698;21;t14;2021-06-01
opolskie;25;0.25;3;0;3;109;20;1810;1432;31;1391;10;t16;2021-06-01
podkarpackie;11;0.05;11;0;11;367;15;1750;2639;16;2614;9;t18;2021-06-01
podlaskie;26;0.22;3;0;3;90;18;1181;1191;27;1161;3;t20;2021-06-01
pomorskie;27;0.12;6;0;6;281;41;3875;3609;30;3563;16;t22;2021-06-01
œl¹skie;85;0.19;18;3;15;547;96;5832;6531;116;6387;28;t24;2021-06-01
œwiêtokrzyskie;12;0.10;8;2;6;100;18;1187;1534;18;1501;15;t26;2021-06-01
warmiñsko-mazurskie;14;0.10;6;1;5;124;15;1334;1798;19;1769;10;t28;2021-06-01
wielkopolskie;75;0.21;12;6;6;432;63;6707;4386;87;4281;18;t30;2021-06-01
zachodniopomorskie;38;0.22;11;1;10;245;45;2892;2392;43;2331;18;t32;2021-06-01
