wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8895;2.32;636;179;457;13420;7695;187087;71722;9830;60923;969;t00;2021-04-27
dolnoœl¹skie;859;2.96;60;32;28;1201;776;17933;5751;955;4709;87;t02;2021-04-27
kujawsko-pomorskie;411;1.99;32;3;29;851;386;8828;3242;427;2759;56;t04;2021-04-27
lubelskie;379;1.80;18;2;16;728;228;8853;3022;405;2585;32;t06;2021-04-27
lubuskie;203;2.01;9;6;3;306;241;4582;2163;227;1907;29;t08;2021-04-27
³ódzkie;670;2.74;45;2;43;996;519;13337;5580;792;4718;70;t10;2021-04-27
ma³opolskie;771;2.26;66;41;25;964;718;16295;4974;839;4022;113;t12;2021-04-27
mazowieckie;1087;2.00;72;14;58;1626;1137;26226;9872;1253;8463;156;t14;2021-04-27
opolskie;213;2.17;13;1;12;349;203;5063;1484;235;1234;15;t16;2021-04-27
podkarpackie;209;0.98;40;6;34;474;243;7093;3147;244;2887;16;t18;2021-04-27
podlaskie;148;1.26;17;1;16;273;150;3416;1383;162;1210;11;t20;2021-04-27
pomorskie;349;1.49;27;3;24;654;380;9301;4083;381;3637;65;t22;2021-04-27
œl¹skie;1531;3.40;116;35;81;2061;1281;26338;8965;1643;7162;160;t24;2021-04-27
œwiêtokrzyskie;214;1.74;41;6;35;357;250;5735;1938;245;1665;28;t26;2021-04-27
warmiñsko-mazurskie;209;1.47;11;4;7;500;121;4810;1962;221;1725;16;t28;2021-04-27
wielkopolskie;1094;3.13;43;21;22;1368;709;20738;6288;1178;5057;53;t30;2021-04-27
zachodniopomorskie;447;2.64;26;2;24;703;322;8082;3278;512;2723;43;t32;2021-04-27
