wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2605;857;3462;0.68;0.22;0.90;21;7;14;2865;0;0;9931;3701;6199;31;t00;2023-03-08
dolnoœl¹skie;104;24;128;0.36;0.08;0.44;1;0;1;80;0;0;366;134;232;0;t02;2023-03-08
kujawsko-pomorskie;150;67;217;0.72;0.32;1.05;0;0;0;205;0;0;639;227;405;7;t04;2023-03-08
lubelskie;196;62;258;0.93;0.29;1.23;1;0;1;170;0;0;747;269;477;1;t06;2023-03-08
lubuskie;69;19;88;0.68;0.19;0.87;0;0;0;63;0;0;237;89;147;1;t08;2023-03-08
³ódzkie;164;52;216;0.67;0.21;0.88;1;0;1;238;0;0;643;225;416;2;t10;2023-03-08
ma³opolskie;222;77;299;0.65;0.23;0.88;1;0;1;294;0;0;746;312;431;3;t12;2023-03-08
mazowieckie;396;105;501;0.73;0.19;0.92;6;2;4;312;0;0;1290;539;749;2;t14;2023-03-08
opolskie;81;19;100;0.83;0.19;1.02;0;0;0;53;0;0;313;102;210;1;t16;2023-03-08
podkarpackie;141;43;184;0.66;0.20;0.87;3;1;2;217;0;0;647;206;441;0;t18;2023-03-08
podlaskie;129;31;160;1.10;0.26;1.36;1;0;1;121;0;0;408;185;222;1;t20;2023-03-08
pomorskie;115;37;152;0.49;0.16;0.65;2;1;1;150;0;0;534;166;366;2;t22;2023-03-08
œl¹skie;315;112;427;0.70;0.25;0.95;1;1;0;387;0;0;1239;460;776;3;t24;2023-03-08
œwiêtokrzyskie;94;21;115;0.76;0.17;0.93;0;0;0;73;0;0;243;122;121;0;t26;2023-03-08
warmiñsko-mazurskie;137;59;196;0.96;0.42;1.38;3;2;1;161;0;0;651;209;440;2;t28;2023-03-08
wielkopolskie;207;96;303;0.59;0.27;0.87;1;0;1;216;0;0;645;329;314;2;t30;2023-03-08
zachodniopomorskie;64;27;91;0.38;0.16;0.54;0;0;0;122;0;0;363;95;264;4;t32;2023-03-08
