wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2007;0.52;29;8;21;6820;1038;95647;41142;2223;38777;142;t00;2021-10-06
dolnoœl¹skie;80;0.28;3;2;1;408;38;6225;2747;96;2644;7;t02;2021-10-06
kujawsko-pomorskie;66;0.32;1;1;0;295;34;2739;1938;74;1855;9;t04;2021-10-06
lubelskie;459;2.18;7;0;7;932;188;11244;3313;489;2807;17;t06;2021-10-06
lubuskie;27;0.27;0;0;0;152;13;2258;960;31;928;1;t08;2021-10-06
³ódzkie;112;0.46;0;0;0;402;61;6101;2876;118;2749;9;t10;2021-10-06
ma³opolskie;101;0.30;5;3;2;443;84;4971;2626;108;2507;11;t12;2021-10-06
mazowieckie;376;0.69;3;0;3;1124;187;23903;6155;413;5715;27;t14;2021-10-06
opolskie;24;0.24;0;0;0;141;10;1764;965;26;938;1;t16;2021-10-06
podkarpackie;130;0.61;1;1;0;284;66;3008;2315;150;2158;7;t18;2021-10-06
podlaskie;182;1.55;2;0;2;407;66;7091;1458;202;1250;6;t20;2021-10-06
pomorskie;83;0.35;1;0;1;384;63;5287;2185;91;2090;4;t22;2021-10-06
œl¹skie;76;0.17;2;1;1;599;47;5437;4093;86;3998;9;t24;2021-10-06
œwiêtokrzyskie;21;0.17;0;0;0;115;13;1354;1160;27;1129;4;t26;2021-10-06
warmiñsko-mazurskie;48;0.34;1;0;1;235;38;2942;1439;52;1382;5;t28;2021-10-06
wielkopolskie;88;0.25;2;0;2;486;49;6405;2755;110;2628;17;t30;2021-10-06
zachodniopomorskie;103;0.61;1;0;1;403;69;4892;2020;119;1897;4;t32;2021-10-06
