wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2431;0.63;45;11;34;174;5786;129751;21067;2787;17976;304;t00;2021-02-07
dolnoœl¹skie;111;0.38;0;0;0;5;282;7730;936;133;787;16;t02;2021-02-07
kujawsko-pomorskie;227;1.10;2;1;1;51;466;9112;1167;281;869;17;t04;2021-02-07
lubelskie;110;0.52;3;0;3;14;311;5746;1266;134;1114;18;t06;2021-02-07
lubuskie;88;0.87;0;0;0;8;192;4197;578;99;473;6;t08;2021-02-07
³ódzkie;84;0.34;0;0;0;4;325;8107;1077;98;970;9;t10;2021-02-07
ma³opolskie;83;0.24;0;0;0;3;241;6261;1211;95;1089;27;t12;2021-02-07
mazowieckie;438;0.81;10;2;8;12;981;26268;3155;488;2615;52;t14;2021-02-07
opolskie;40;0.41;0;0;0;1;116;2327;563;46;511;6;t16;2021-02-07
podkarpackie;155;0.73;0;0;0;3;170;4418;1098;177;900;21;t18;2021-02-07
podlaskie;90;0.76;0;0;0;3;236;3743;495;102;391;2;t20;2021-02-07
pomorskie;332;1.41;3;0;3;9;479;12736;2084;355;1703;26;t22;2021-02-07
œl¹skie;145;0.32;3;1;2;21;492;9285;1858;178;1669;11;t24;2021-02-07
œwiêtokrzyskie;95;0.77;1;1;0;3;133;1862;823;106;689;28;t26;2021-02-07
warmiñsko-mazurskie;70;0.49;1;0;1;2;302;7855;528;77;450;1;t28;2021-02-07
wielkopolskie;155;0.44;17;6;11;32;596;12761;1647;185;1425;37;t30;2021-02-07
zachodniopomorskie;122;0.72;5;0;5;3;400;7333;1034;138;880;16;t32;2021-02-07
