wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28380;7.40;460;118;342;42505;9554;573585;107192;30117;75661;1414;t00;2021-11-23
dolnoœl¹skie;2178;7.51;28;12;16;2925;627;38397;7485;2318;5084;83;t02;2021-11-23
kujawsko-pomorskie;1380;6.67;21;2;19;2581;474;31471;5410;1449;3869;92;t04;2021-11-23
lubelskie;1503;7.15;63;9;54;2557;647;31184;6217;1628;4534;55;t06;2021-11-23
lubuskie;506;5.01;16;6;10;1101;157;14182;2230;555;1633;42;t08;2021-11-23
³ódzkie;1886;7.70;31;3;28;2651;634;33030;7829;2019;5745;65;t10;2021-11-23
ma³opolskie;2176;6.37;39;21;18;3206;491;40978;8122;2287;5729;106;t12;2021-11-23
mazowieckie;5277;9.72;61;12;49;6293;2422;114712;18915;5602;13013;300;t14;2021-11-23
opolskie;799;8.15;22;6;16;1161;138;15962;2485;853;1598;34;t16;2021-11-23
podkarpackie;1058;4.98;14;0;14;1707;372;22575;4992;1155;3822;15;t18;2021-11-23
podlaskie;866;7.36;33;1;32;1208;402;16317;2826;920;1876;30;t20;2021-11-23
pomorskie;1505;6.41;13;2;11;2526;553;38709;5676;1579;4008;89;t22;2021-11-23
œl¹skie;3588;7.96;40;18;22;5274;805;58816;11989;3745;8084;160;t24;2021-11-23
œwiêtokrzyskie;503;4.09;18;5;13;936;194;10682;2589;552;2003;34;t26;2021-11-23
warmiñsko-mazurskie;980;6.90;22;7;15;1666;301;21975;4028;1060;2931;37;t28;2021-11-23
wielkopolskie;2607;7.45;29;14;15;4232;617;57352;8970;2709;6102;159;t30;2021-11-23
zachodniopomorskie;1355;8.00;10;0;10;2426;667;27121;4931;1458;3379;94;t32;2021-11-23
