wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;42;11;53;0.01;0.00;0.01;0;0;0;212;0;0;2784;73;2705;6;t00;2023-06-12
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;10;0;0;46;1;45;0;t02;2023-06-12
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;7;0;0;92;4;86;2;t04;2023-06-12
lubelskie;2;0;2;0.01;0;0.01;0;0;0;14;0;0;453;3;449;1;t06;2023-06-12
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;t08;2023-06-12
³ódzkie;3;0;3;0.01;0;0.01;0;0;0;11;0;0;83;4;79;0;t10;2023-06-12
ma³opolskie;4;3;7;0.01;0.01;0.02;0;0;0;21;0;0;150;8;142;0;t12;2023-06-12
mazowieckie;8;3;11;0.01;0.01;0.02;0;0;0;41;0;0;561;15;546;0;t14;2023-06-12
opolskie;1;0;1;0.01;0;0.01;0;0;0;3;0;0;210;1;209;0;t16;2023-06-12
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;10;0;0;95;1;94;0;t18;2023-06-12
podlaskie;4;0;4;0.03;0;0.03;0;0;0;12;0;0;73;4;68;1;t20;2023-06-12
pomorskie;1;0;1;0.00;0;0.00;0;0;0;10;0;0;238;2;236;0;t22;2023-06-12
œl¹skie;5;3;8;0.01;0.01;0.02;0;0;0;24;0;0;242;9;231;2;t24;2023-06-12
œwiêtokrzyskie;3;1;4;0.02;0.01;0.03;0;0;0;2;0;0;98;14;84;0;t26;2023-06-12
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;16;0;0;131;1;130;0;t28;2023-06-12
wielkopolskie;1;1;2;0.00;0.00;0.01;0;0;0;12;0;0;80;2;78;0;t30;2023-06-12
zachodniopomorskie;3;0;3;0.02;0;0.02;0;0;0;19;0;0;61;3;58;0;t32;2023-06-12
