wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28128;7.33;497;120;377;42094;17494;660170;110915;30005;79403;1507;t00;2021-11-24
dolnoœl¹skie;2087;7.20;20;10;10;2977;992;44529;7276;2223;4966;87;t02;2021-11-24
kujawsko-pomorskie;1536;7.42;26;3;23;2427;990;36448;5978;1623;4252;103;t04;2021-11-24
lubelskie;1580;7.51;63;7;56;2365;1904;34621;6761;1688;5017;56;t06;2021-11-24
lubuskie;654;6.47;27;16;11;1138;313;16772;2668;723;1898;47;t08;2021-11-24
³ódzkie;1601;6.54;34;7;27;2522;1131;37512;7678;1767;5840;71;t10;2021-11-24
ma³opolskie;2332;6.83;25;10;15;3312;1274;48902;8694;2441;6134;119;t12;2021-11-24
mazowieckie;4886;9.00;71;26;45;6136;3652;128494;18845;5202;13307;336;t14;2021-11-24
opolskie;782;7.97;22;0;22;1213;316;19193;2716;822;1858;36;t16;2021-11-24
podkarpackie;1229;5.78;38;4;34;1722;769;25651;5187;1314;3859;14;t18;2021-11-24
podlaskie;727;6.18;26;4;22;1242;811;18402;2729;806;1889;34;t20;2021-11-24
pomorskie;1769;7.54;24;2;22;2437;1143;44478;6808;1860;4845;103;t22;2021-11-24
œl¹skie;3444;7.64;46;15;31;5310;1234;68238;12131;3637;8330;164;t24;2021-11-24
œwiêtokrzyskie;654;5.32;15;3;12;922;389;12415;2775;708;2028;39;t26;2021-11-24
warmiñsko-mazurskie;971;6.84;11;3;8;1702;762;25473;4091;1050;2999;42;t28;2021-11-24
wielkopolskie;2309;6.60;27;7;20;4226;1006;67425;8569;2426;6019;124;t30;2021-11-24
zachodniopomorskie;1333;7.87;22;3;19;2390;725;31507;5181;1461;3612;108;t32;2021-11-24
