wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5007;1169;6176;1.31;0.30;1.61;28;6;22;6045;0;0;15688;6528;9099;61;t00;2022-08-22
dolnoœl¹skie;320;89;409;1.10;0.31;1.41;1;1;0;334;0;0;891;435;450;6;t02;2022-08-22
kujawsko-pomorskie;247;58;305;1.19;0.28;1.47;3;0;3;314;0;0;736;318;415;3;t04;2022-08-22
lubelskie;379;65;444;1.80;0.31;2.11;0;0;0;442;0;0;1201;468;728;5;t06;2022-08-22
lubuskie;101;15;116;1.00;0.15;1.15;3;0;3;117;0;0;336;125;210;1;t08;2022-08-22
³ódzkie;320;72;392;1.31;0.29;1.60;3;2;1;379;0;0;851;413;438;0;t10;2022-08-22
ma³opolskie;417;90;507;1.22;0.26;1.49;3;0;3;541;0;0;1196;528;663;5;t12;2022-08-22
mazowieckie;750;195;945;1.38;0.36;1.74;3;1;2;924;0;0;2678;987;1687;4;t14;2022-08-22
opolskie;130;22;152;1.33;0.22;1.55;1;0;1;100;0;0;411;162;249;0;t16;2022-08-22
podkarpackie;242;62;304;1.14;0.29;1.43;0;0;0;268;0;0;792;331;453;8;t18;2022-08-22
podlaskie;238;55;293;2.02;0.47;2.49;2;0;2;315;0;0;671;307;362;2;t20;2022-08-22
pomorskie;226;46;272;0.96;0.20;1.16;0;0;0;309;0;0;663;284;374;5;t22;2022-08-22
œl¹skie;613;144;757;1.36;0.32;1.68;5;1;4;843;0;0;1763;796;958;9;t24;2022-08-22
œwiêtokrzyskie;197;42;239;1.60;0.34;1.94;2;1;1;252;0;0;603;252;349;2;t26;2022-08-22
warmiñsko-mazurskie;183;59;242;1.29;0.42;1.70;0;0;0;249;0;0;689;262;424;3;t28;2022-08-22
wielkopolskie;355;92;447;1.01;0.26;1.28;0;0;0;392;0;0;1101;472;627;2;t30;2022-08-22
zachodniopomorskie;207;60;267;1.22;0.35;1.58;2;0;2;246;0;0;631;288;338;5;t32;2022-08-22
